l_orderkey	l_linenumber	l_quantity
2443970	1	6.00
2449280	1	4.00
2454372	2	2.00
2461956	1	4.00
2464294	1	4.00
2500737	1	3.00
2504933	1	5.00
2545668	1	3.00
2549252	1	6.00
2568994	1	1.00
2570336	1	2.00
2621089	1	7.00
2624419	1	4.00
2632807	1	2.00
2667428	1	1.00
2693382	1	2.00
2695590	1	1.00
2702054	1	1.00
2724039	1	6.00
2776807	1	1.00
2782304	1	1.00
2787523	1	1.00
2839169	1	3.00
2862726	1	4.00
2938629	1	5.00
2945216	1	4.00
2948678	1	1.00
25668	1	2.00
70048	1	1.00
71203	1	4.00
127842	1	4.00
160867	1	3.00
171366	1	1.00
175073	1	2.00
186756	1	4.00
200389	1	3.00
218880	1	3.00
295044	1	3.00
309094	1	3.00
397028	1	1.00
443622	1	1.00
452160	1	3.00
468451	1	2.00
2967079	1	1.00
3044897	1	4.00
3055072	1	2.00
3141443	1	2.00
3167075	1	4.00
3172900	1	4.00
3182977	1	3.00
3201543	1	1.00
3207489	1	4.00
3245376	1	6.00
3296801	1	1.00
3321795	1	3.00
3335397	1	5.00
3352677	1	1.00
3370018	1	4.00
3409347	2	3.00
3422116	1	3.00
3444196	1	3.00
3447974	1	2.00
3464359	1	1.00
3465442	1	5.00
3477984	1	2.00
3504002	1	2.00
3508225	1	6.00
3541094	1	3.00
3542436	1	4.00
3562721	1	2.00
3567143	1	2.00
584834	1	3.00
653731	1	4.00
746277	1	1.00
816800	1	7.00
894340	1	4.00
916549	1	3.00
924481	1	1.00
952357	1	1.00
999652	1	4.00
1009280	1	2.00
1154498	1	3.00
3586790	1	5.00
3596162	1	3.00
3626592	1	1.00
3626978	1	1.00
3648833	1	1.00
3681504	1	7.00
3720480	1	7.00
3720518	1	2.00
3738435	1	3.00
3743489	1	6.00
3752482	1	1.00
3757287	1	6.00
3768835	1	4.00
3776101	1	3.00
3790916	1	4.00
3866439	1	3.00
3906500	1	5.00
3916547	1	4.00
3930406	1	2.00
3951844	1	4.00
3968645	1	3.00
3983872	1	4.00
4005632	1	5.00
4072294	1	4.00
4084928	1	5.00
4085637	1	3.00
4130657	1	3.00
4136676	1	3.00
4145540	1	5.00
4155104	1	4.00
4172865	1	3.00
1242916	1	4.00
1333795	1	7.00
1358563	1	6.00
1467559	1	1.00
1515015	1	4.00
1536805	1	5.00
1561537	1	2.00
1579749	1	4.00
1686051	1	6.00
1781030	1	6.00
4214501	1	2.00
4228099	1	3.00
4232549	1	7.00
4233666	1	1.00
4235235	1	1.00
4261123	1	6.00
4265990	1	3.00
4306247	1	3.00
4324578	1	2.00
4371907	1	2.00
4374215	1	3.00
4378468	1	4.00
4396903	2	2.00
4411684	1	5.00
4424738	1	3.00
4429095	1	2.00
4523360	1	3.00
4583844	1	2.00
4590432	1	4.00
4591395	1	4.00
4610021	1	3.00
4624576	1	3.00
4691936	1	4.00
4701121	1	4.00
4723493	1	3.00
4755877	1	4.00
4786467	1	6.00
4816705	1	2.00
4848033	1	4.00
1876997	1	4.00
1896288	1	3.00
1897024	1	1.00
2020391	1	1.00
2055622	1	2.00
2182723	1	4.00
2292999	1	4.00
2457668	1	3.00
2464263	1	4.00
2491073	1	1.00
4848707	1	3.00
4851010	1	6.00
4875745	1	2.00
4879207	1	3.00
4917125	1	1.00
4928550	1	3.00
4955334	1	3.00
4982115	1	8.00
4994720	1	1.00
4998119	1	4.00
5000960	1	1.00
5042883	1	4.00
5058181	1	2.00
5089862	1	1.00
5140163	1	1.00
5142884	1	3.00
5146567	1	2.00
5162721	1	1.00
5167845	1	4.00
5171523	1	7.00
5183937	1	2.00
5187431	1	2.00
5212455	1	4.00
5312003	1	6.00
5324036	1	5.00
5334052	1	2.00
5347300	1	8.00
5348772	1	4.00
5362535	1	4.00
5397287	1	5.00
5428128	1	3.00
5433763	1	3.00
5434661	1	4.00
5461539	1	1.00
5469509	1	5.00
2502855	1	4.00
2561957	1	7.00
2619362	1	5.00
2674400	1	4.00
2677602	1	5.00
2714311	1	1.00
2722820	2	3.00
2834337	1	3.00
2914983	1	4.00
2921409	1	2.00
2944610	1	6.00
2987168	1	1.00
3054983	1	2.00
3105314	1	6.00
3139975	1	2.00
3183042	1	5.00
3259905	1	5.00
3293734	1	3.00
3328229	1	4.00
3549315	1	1.00
3685059	1	7.00
545219	1	4.00
560615	1	3.00
563043	1	2.00
569540	1	4.00
607429	1	1.00
630662	1	7.00
638819	1	1.00
641957	1	3.00
659619	1	3.00
670528	1	3.00
674213	1	4.00
685794	1	3.00
716802	1	6.00
718151	1	1.00
718151	2	1.00
718151	3	2.00
730657	1	3.00
731203	1	4.00
733319	1	2.00
750501	1	3.00
761025	1	2.00
763553	1	2.00
784001	1	2.00
800999	1	3.00
865665	1	3.00
906049	1	5.00
924518	1	4.00
938663	1	4.00
981281	1	1.00
1016100	1	3.00
1017602	1	4.00
1025351	1	3.00
1033442	1	6.00
1037281	1	1.00
1078117	1	3.00
1096644	1	3.00
1119910	1	3.00
1121988	1	3.00
3834464	1	3.00
3959239	1	2.00
3967233	1	1.00
3984037	1	6.00
4024967	1	4.00
4062498	1	3.00
4195205	1	5.00
4248485	1	3.00
4274660	1	1.00
1173571	1	4.00
1184967	1	2.00
1208164	1	2.00
1221927	1	1.00
1223459	1	2.00
1232513	1	1.00
1276230	1	1.00
1295335	1	1.00
1295335	2	4.00
1320451	1	6.00
1332353	1	2.00
1436582	1	5.00
1453540	1	8.00
1464039	1	1.00
1470434	1	2.00
1470434	2	2.00
1471079	1	4.00
1473600	1	1.00
1516165	1	2.00
1543873	1	5.00
1607105	1	5.00
1610503	1	5.00
1611431	1	1.00
1630630	1	5.00
1668965	1	7.00
1672551	1	2.00
1679298	1	1.00
1710470	1	4.00
1743556	1	3.00
1755398	1	1.00
5548197	1	2.00
5558596	1	2.00
5573604	1	2.00
5581895	1	4.00
5588774	1	4.00
5628066	1	4.00
5644288	2	1.00
5644678	1	5.00
5662278	1	6.00
5665701	1	3.00
5732454	1	3.00
5733382	1	4.00
5763714	1	4.00
5807622	1	1.00
5822817	1	2.00
5838565	1	5.00
5849344	1	5.00
5849604	1	2.00
5855712	1	3.00
5865925	1	6.00
5885858	1	2.00
5942144	1	4.00
5944448	1	4.00
5976768	1	6.00
5998880	1	1.00
2727	1	3.00
7012	1	2.00
41698	1	3.00
86562	1	4.00
109028	1	1.00
141507	1	5.00
1802625	1	4.00
1804197	1	6.00
1818821	1	2.00
1823201	1	2.00
1825316	1	6.00
1869767	1	1.00
1872130	1	6.00
1874245	1	1.00
1959911	1	3.00
2005382	1	2.00
2016967	1	1.00
2017091	1	3.00
2026370	1	1.00
2055648	1	1.00
2055648	2	3.00
2068646	1	4.00
2070628	1	3.00
2083011	1	5.00
2088640	1	3.00
2183234	1	3.00
2188513	1	6.00
2201701	1	4.00
2210500	1	3.00
2224192	1	3.00
2226628	1	2.00
2247719	1	2.00
2257827	1	3.00
2265285	1	1.00
2268608	1	3.00
2268802	1	6.00
2275008	1	6.00
2278149	2	2.00
2283878	1	6.00
2304929	1	2.00
2334658	1	1.00
2349187	1	2.00
2351271	1	1.00
2368450	1	4.00
2383360	1	6.00
2399776	1	2.00
2403169	1	6.00
168097	1	2.00
226528	1	3.00
230213	1	1.00
230277	1	3.00
230499	1	2.00
235430	1	3.00
236871	1	3.00
240710	1	1.00
270726	1	2.00
309696	1	2.00
351233	1	7.00
367586	2	1.00
375300	1	1.00
378688	1	1.00
393061	1	2.00
398944	1	2.00
401920	1	1.00
412832	1	1.00
417094	1	6.00
529604	1	2.00
541221	1	4.00
545414	1	1.00
561092	1	1.00
574945	1	6.00
575111	1	4.00
582533	1	1.00
605447	1	4.00
612839	1	3.00
635842	2	2.00
639168	1	3.00
647110	1	4.00
649447	1	1.00
661539	1	3.00
669056	1	2.00
690343	1	2.00
767680	1	7.00
2413474	1	3.00
2419296	1	4.00
2457668	2	1.00
2467399	1	1.00
2484515	1	2.00
2518821	1	2.00
2521058	1	1.00
2574020	1	1.00
2608321	1	4.00
2618981	1	2.00
2620320	1	8.00
2624516	1	1.00
2647459	1	3.00
2686658	1	5.00
2754915	1	2.00
2765861	1	6.00
2775265	1	3.00
2779010	1	1.00
2793060	1	2.00
2794279	1	5.00
2814534	1	1.00
2826467	1	5.00
2831616	1	2.00
2840833	1	5.00
2847810	1	1.00
2887235	1	4.00
2888576	1	4.00
2904000	1	3.00
2918784	1	2.00
2923843	1	4.00
2950372	1	1.00
2959558	1	4.00
2976707	1	2.00
2982113	1	1.00
2983399	1	1.00
3015047	1	5.00
3016128	1	1.00
3027527	1	3.00
3152839	1	2.00
3168901	1	4.00
3174469	1	1.00
3180163	1	2.00
3197635	1	3.00
3208640	1	4.00
3211108	1	4.00
3214081	1	3.00
3249025	1	4.00
3283366	1	1.00
3313831	1	2.00
3321379	1	1.00
3383715	1	5.00
3387909	1	1.00
3413796	1	1.00
3434567	1	5.00
3435877	1	6.00
3483847	1	2.00
3494374	3	1.00
3499267	1	2.00
3530948	1	5.00
3597760	1	6.00
3611329	1	3.00
3643428	1	2.00
3706118	1	3.00
3708066	1	4.00
3719812	1	3.00
3723268	1	4.00
3724902	1	2.00
3736000	1	5.00
3742179	1	5.00
3760195	1	3.00
3768704	1	3.00
3804482	1	2.00
3826660	2	1.00
3844256	1	5.00
3846822	1	3.00
3869701	1	2.00
3880705	1	7.00
3910406	1	1.00
3918788	1	2.00
3945479	1	4.00
3986948	1	7.00
4073477	1	4.00
4076006	1	1.00
4083970	1	6.00
4092736	1	2.00
4106946	1	6.00
4117830	1	2.00
4128960	1	1.00
4140224	1	2.00
4141762	1	2.00
4148263	1	2.00
4173990	1	3.00
4263648	1	6.00
4271527	1	2.00
4277349	1	5.00
4438214	1	3.00
4448224	1	4.00
4449379	1	4.00
4492039	1	4.00
4543844	1	2.00
4643076	1	3.00
4734883	1	1.00
4778695	1	2.00
4789157	1	1.00
4810338	1	4.00
4814049	1	6.00
4891906	1	5.00
4943877	1	1.00
4310978	1	5.00
4313760	1	2.00
4319491	1	6.00
4344962	1	4.00
4387777	1	1.00
4398145	1	2.00
4406660	1	1.00
4416036	1	3.00
4416641	1	3.00
4416641	2	1.00
4420839	1	5.00
4449095	1	1.00
4463170	1	2.00
4479748	1	1.00
4538182	1	3.00
4540322	1	6.00
4540966	1	5.00
4575174	1	5.00
4595558	1	6.00
4607142	1	4.00
4613409	1	3.00
4620838	1	4.00
4625476	1	6.00
4641605	1	3.00
4705158	2	3.00
4728580	1	4.00
4733957	1	2.00
4739975	1	4.00
4756419	1	6.00
4779622	1	4.00
4795751	1	2.00
4810403	1	6.00
4844387	1	2.00
4901541	1	8.00
4904197	1	4.00
4916647	1	5.00
4926983	1	5.00
5094949	1	2.00
5205856	1	4.00
5334304	1	1.00
5388833	1	2.00
5404230	1	4.00
5513030	1	4.00
5712740	1	3.00
5770309	1	6.00
20129	1	4.00
68231	1	5.00
113511	1	4.00
114151	1	5.00
137569	1	5.00
219109	1	2.00
229927	1	1.00
260800	1	5.00
261570	1	2.00
279652	1	2.00
4948804	1	2.00
4951426	1	4.00
5001313	1	2.00
5009184	1	4.00
5022116	1	1.00
5022725	1	4.00
5033249	1	2.00
5082880	1	4.00
5084870	1	2.00
5101604	1	4.00
5135715	1	5.00
5171266	1	1.00
5177344	1	6.00
5196482	1	1.00
5255813	1	2.00
5266914	1	1.00
5278375	1	2.00
5279173	1	5.00
5299782	1	1.00
5324647	1	3.00
5366048	1	5.00
5396359	1	2.00
5412707	1	5.00
5422084	1	5.00
5428356	1	2.00
5429632	1	3.00
5436007	2	1.00
5444677	1	2.00
5457186	1	3.00
5493412	1	6.00
5493701	1	6.00
5498179	1	5.00
5503141	1	3.00
5504231	1	2.00
5514881	1	2.00
5552902	1	4.00
805601	1	1.00
842625	1	3.00
921415	1	2.00
924962	1	4.00
967139	1	1.00
1008001	1	3.00
1009763	1	3.00
1033798	1	5.00
1045509	1	3.00
1075399	1	1.00
1094756	1	4.00
1155970	1	6.00
1157889	1	7.00
1190501	1	4.00
1190816	1	4.00
1198083	1	7.00
1202597	1	2.00
1232836	1	3.00
1254624	1	3.00
1301795	1	3.00
1332453	1	1.00
1333060	1	3.00
1347942	1	1.00
1400801	1	4.00
1457959	1	1.00
1465509	1	4.00
1482976	1	2.00
1487650	1	1.00
1490468	1	5.00
1491974	1	2.00
1515205	1	2.00
1521346	1	1.00
1544229	1	6.00
1568033	1	2.00
1583394	1	4.00
1622213	1	1.00
1635810	1	1.00
1650789	1	3.00
1654310	1	4.00
1665795	1	3.00
1668039	1	5.00
1700225	1	4.00
1715392	1	5.00
1717284	1	4.00
1735140	1	4.00
1738241	1	1.00
1795008	1	1.00
1823553	2	1.00
1823842	1	6.00
1826886	1	5.00
1832321	1	3.00
1846791	1	5.00
1884098	1	1.00
1900096	1	6.00
1906407	1	2.00
1906983	1	2.00
1959522	2	2.00
1985537	1	5.00
2029286	1	1.00
2036289	1	5.00
2069636	1	5.00
2071844	1	4.00
2082467	1	5.00
2135200	1	4.00
2143332	1	3.00
2154114	1	3.00
2155239	1	1.00
2191844	1	2.00
2229601	1	2.00
2236995	1	6.00
2241286	1	5.00
2261539	1	2.00
2294534	1	4.00
2316866	1	4.00
2323239	1	1.00
2372550	1	3.00
2375815	1	5.00
2377282	1	2.00
2411140	1	4.00
2430947	1	4.00
2449765	2	1.00
2455143	1	6.00
2456320	1	3.00
2506309	1	3.00
2530213	1	2.00
2567296	1	1.00
2647335	1	6.00
2695490	1	4.00
2707844	1	5.00
2727300	1	5.00
2759364	1	4.00
2760898	1	2.00
4024608	1	4.00
4034817	1	2.00
4044675	1	1.00
4057379	1	3.00
4084035	1	7.00
4086979	1	2.00
4115905	1	3.00
4133859	1	3.00
4181474	1	1.00
4192611	1	3.00
4210853	1	2.00
4220579	1	4.00
4229027	1	6.00
4258752	1	1.00
4274818	1	3.00
4291365	1	2.00
4292674	1	2.00
4319811	1	5.00
4413894	1	4.00
4431396	1	2.00
4436931	1	4.00
4494180	1	5.00
4505441	1	3.00
4531811	1	2.00
4533505	1	5.00
4545286	1	3.00
4558690	1	2.00
4577696	1	4.00
4586919	1	3.00
4697541	1	4.00
4726464	1	4.00
4744679	1	1.00
4761575	1	4.00
4796356	1	1.00
4802465	1	2.00
4812740	1	1.00
4893606	1	3.00
4940133	1	2.00
4943110	1	2.00
4946977	1	2.00
4969089	2	2.00
4981120	1	1.00
5069351	1	3.00
5090592	1	5.00
5109282	1	1.00
5130055	1	2.00
5171169	1	6.00
5177318	1	1.00
5200994	1	6.00
5214051	1	2.00
5221122	1	1.00
5258918	1	1.00
5263456	1	2.00
5280069	1	2.00
5290214	1	5.00
5350529	1	3.00
5420416	1	5.00
5436227	2	1.00
5444066	1	1.00
2775142	1	4.00
2779076	1	1.00
2790213	1	5.00
2796645	1	2.00
2798146	1	4.00
2871616	1	6.00
2879715	1	4.00
2908902	1	2.00
2919681	1	1.00
2935975	1	2.00
3048516	1	2.00
3056963	1	4.00
3073026	1	3.00
3129634	1	4.00
3152838	1	3.00
3156999	1	6.00
3184833	1	1.00
3197703	1	5.00
3205222	1	1.00
3209121	1	4.00
3215847	1	4.00
3249191	1	1.00
3251298	1	1.00
3258048	2	2.00
3299011	1	6.00
3301921	1	5.00
3316198	1	6.00
3318881	1	5.00
3318979	1	2.00
3327718	1	5.00
3338786	1	4.00
3367493	1	3.00
3369794	1	5.00
3372609	1	1.00
3392227	1	2.00
3394368	1	2.00
3404482	1	4.00
3409347	1	2.00
3412390	1	1.00
5494468	1	2.00
5501829	1	1.00
5526529	1	1.00
5591872	2	5.00
5627202	1	4.00
5667879	1	7.00
5679749	1	3.00
5712320	1	3.00
5737539	1	3.00
5763940	1	1.00
5769091	1	5.00
5804384	1	5.00
5830082	1	4.00
5835011	1	5.00
5864771	1	3.00
5891749	1	3.00
5897287	1	4.00
5905699	1	6.00
5917634	2	1.00
5971136	1	7.00
5998563	1	6.00
25827	1	4.00
100294	1	3.00
109028	2	3.00
117606	1	6.00
176039	1	1.00
215587	1	1.00
217863	1	3.00
3434661	1	5.00
3462276	1	1.00
3484931	1	3.00
3498404	1	4.00
3574597	1	5.00
3580806	1	4.00
3647712	1	5.00
3649029	1	6.00
3655206	1	6.00
3660864	1	1.00
3731361	1	1.00
3733760	1	2.00
3743169	1	3.00
3746851	1	5.00
3764642	1	1.00
3776706	1	4.00
3783139	1	4.00
3823043	1	4.00
3858401	1	4.00
3860167	1	1.00
3878881	1	1.00
3898722	1	3.00
3908676	1	3.00
3921574	1	5.00
3931713	1	4.00
3949764	1	1.00
3950563	1	2.00
3966822	1	2.00
3974368	1	2.00
3978759	1	1.00
3980322	1	2.00
3993667	1	2.00
4001058	1	2.00
4001571	1	2.00
4019461	1	1.00
4020262	1	4.00
4033186	1	1.00
4060518	1	3.00
4090625	1	3.00
4093829	1	7.00
241088	1	1.00
326725	1	3.00
379872	1	1.00
398176	1	3.00
419172	1	4.00
501122	1	4.00
547717	1	3.00
562725	1	2.00
576833	1	2.00
607622	1	5.00
611558	1	1.00
623617	1	4.00
658949	1	4.00
685410	1	4.00
699460	1	2.00
746084	1	1.00
746311	1	3.00
827365	1	2.00
877666	1	3.00
939495	1	5.00
948417	1	5.00
973152	1	4.00
1021120	1	1.00
1024487	1	5.00
1067905	1	1.00
1126593	1	2.00
1180423	1	6.00
1255842	2	4.00
4102148	1	5.00
4136834	1	5.00
4142630	1	4.00
4200389	1	1.00
4212323	1	3.00
4213792	1	4.00
4235235	2	1.00
4243462	1	6.00
4246727	1	3.00
4250053	1	3.00
4271235	1	1.00
4287203	1	4.00
4303490	1	1.00
4306247	2	1.00
4314918	1	2.00
4325923	1	4.00
4333254	1	5.00
4333254	2	1.00
4340194	1	5.00
4361571	1	3.00
4400229	1	3.00
4414883	1	5.00
4430435	1	5.00
4440259	1	5.00
4459013	1	1.00
4491014	1	2.00
4515302	1	1.00
4522529	1	1.00
4586919	2	2.00
4615685	1	2.00
4621638	1	2.00
4622912	1	5.00
4644065	1	2.00
4656132	1	7.00
4662950	1	1.00
4672353	1	3.00
4674020	1	4.00
4684609	1	4.00
4717478	1	5.00
4731781	1	2.00
4736133	1	3.00
4738662	1	3.00
1278436	1	5.00
1343684	1	2.00
1372868	1	4.00
1402885	1	3.00
1403716	1	2.00
1495969	1	2.00
1587907	1	3.00
1590215	1	2.00
1619399	1	6.00
1651430	1	4.00
1662950	1	5.00
1733665	1	1.00
1750976	1	3.00
1808069	1	5.00
1812928	1	8.00
1866274	1	1.00
1877825	1	2.00
1935174	1	3.00
1964103	1	3.00
1965511	1	1.00
1997029	1	3.00
2031395	1	3.00
2056195	1	4.00
2079462	1	7.00
2143873	1	2.00
2189157	1	2.00
2267810	1	6.00
2282791	1	3.00
4810597	1	3.00
4863360	1	3.00
4868321	1	1.00
4875649	1	4.00
4908705	1	7.00
4959748	1	4.00
4983744	1	4.00
5013315	1	4.00
5056384	1	2.00
5065889	1	5.00
5111750	1	2.00
5127046	1	5.00
5149765	1	1.00
5152902	1	3.00
5202854	1	2.00
5213152	1	1.00
5214465	1	5.00
5278178	1	4.00
5299139	1	3.00
5301284	1	1.00
5305731	1	4.00
5311397	1	4.00
5325255	1	1.00
5330592	1	2.00
5351811	1	4.00
5392449	1	5.00
5408902	2	3.00
2294695	1	4.00
2330402	1	5.00
2340513	1	3.00
2352485	1	4.00
2381702	1	3.00
2516357	1	4.00
2528865	1	2.00
2536193	1	3.00
2568965	1	2.00
2580548	1	2.00
2594144	2	3.00
2602629	1	2.00
2662150	1	7.00
2679491	1	2.00
2682214	1	4.00
2683462	1	5.00
2691649	1	2.00
2696611	1	1.00
2776961	1	3.00
2837670	1	2.00
2843782	1	1.00
2877698	1	5.00
2889441	1	6.00
2911044	1	1.00
2917409	1	4.00
3001475	1	4.00
3013925	1	6.00
3023494	1	3.00
3026981	1	1.00
3067137	1	4.00
3149059	1	1.00
3151590	2	1.00
3160771	1	2.00
3186054	2	2.00
3188999	1	4.00
3218561	1	3.00
3283013	1	4.00
3310980	1	2.00
3331491	1	3.00
3354722	2	4.00
3371778	1	1.00
3386243	1	3.00
3442529	1	1.00
3444390	1	2.00
3446758	1	2.00
3465346	1	3.00
3540263	1	6.00
3545829	1	1.00
3554819	1	3.00
3563169	1	4.00
3640512	1	2.00
3691202	1	1.00
3751425	1	2.00
3855265	1	5.00
3966049	1	5.00
3987876	1	6.00
4044775	1	4.00
4072775	1	3.00
4088165	1	1.00
4196576	1	7.00
4219522	2	1.00
4228097	1	1.00
4243170	1	2.00
4258083	1	1.00
4282951	1	3.00
4289282	1	6.00
4320485	1	7.00
4324708	1	2.00
4396903	1	1.00
4461344	1	2.00
4533954	1	1.00
4543076	1	5.00
4576613	1	3.00
4602339	1	3.00
4628550	1	1.00
4647041	1	3.00
4717572	1	4.00
4796196	1	2.00
4965154	1	1.00
5002820	1	5.00
5028262	1	5.00
5075296	1	5.00
5075969	1	4.00
5143938	1	1.00
5145729	1	3.00
5195713	1	3.00
5203815	1	3.00
5237159	1	3.00
5258722	1	1.00
5268165	1	4.00
5300356	1	5.00
5598854	1	2.00
5620642	1	3.00
5626784	1	1.00
5670401	1	6.00
5678883	1	2.00
5703207	1	2.00
5712833	1	2.00
5718759	1	5.00
5730726	1	4.00
5755110	1	2.00
5775745	1	2.00
5817030	1	1.00
5834948	1	3.00
5898881	1	1.00
5924035	1	6.00
5929249	1	3.00
5930310	1	2.00
5930499	1	4.00
5956546	1	1.00
8420	1	1.00
10084	1	3.00
32512	1	3.00
70663	1	5.00
117157	1	2.00
147842	1	2.00
155299	1	3.00
199713	1	3.00
200453	1	1.00
208422	1	5.00
5419173	1	3.00
5429603	1	2.00
5462946	1	7.00
5465477	1	4.00
5473124	1	6.00
5493924	1	1.00
5507651	1	4.00
5510183	1	2.00
5527813	1	2.00
5548288	1	2.00
5581568	1	2.00
5585888	1	1.00
5598951	1	4.00
5623686	1	5.00
5624034	1	7.00
5631046	1	6.00
5632260	1	3.00
5644288	1	2.00
5645763	1	3.00
5660738	1	3.00
5673574	1	6.00
5674657	1	1.00
5674657	2	3.00
5702721	1	2.00
5708931	1	2.00
5721664	1	1.00
5722117	1	5.00
5745476	1	4.00
5769540	1	1.00
5775239	1	4.00
5834530	1	3.00
5852096	1	3.00
5853186	1	1.00
5930692	1	5.00
5949926	1	4.00
5967073	1	4.00
7424	1	6.00
9220	1	1.00
44100	1	2.00
5384550	1	3.00
5388071	1	2.00
5418247	1	6.00
5420929	1	5.00
5424998	1	1.00
5496514	1	1.00
5510247	1	5.00
5563622	1	3.00
5571714	1	1.00
5572388	1	3.00
5641539	1	2.00
5647267	1	5.00
5745543	1	1.00
5759234	1	2.00
5808482	1	3.00
5856449	1	1.00
5870784	1	6.00
5917634	1	2.00
5948423	1	1.00
7234	1	4.00
19202	1	6.00
27970	1	3.00
86466	1	2.00
141638	1	5.00
192769	1	3.00
209091	1	5.00
226469	1	2.00
226533	1	2.00
254758	1	4.00
261671	1	2.00
410305	1	6.00
431460	1	4.00
449255	1	5.00
586466	1	3.00
619777	1	3.00
620998	1	5.00
811937	1	1.00
889542	1	5.00
910178	1	5.00
948160	1	4.00
1012225	1	2.00
1026817	1	3.00
1027527	1	5.00
1133123	1	1.00
1263303	1	5.00
1380962	1	1.00
1414692	1	1.00
1513443	1	1.00
1517506	1	2.00
1558822	1	3.00
1561189	1	2.00
1567841	1	1.00
1684259	1	2.00
1700294	1	3.00
1705251	1	4.00
1746048	1	6.00
1783520	1	3.00
1881344	1	4.00
1890084	1	5.00
1910406	1	1.00
1920736	1	7.00
2033345	1	4.00
2075521	1	2.00
2090466	1	4.00
2143873	2	1.00
2153732	1	1.00
105892	1	4.00
125859	1	6.00
157319	1	5.00
191392	1	1.00
206275	1	2.00
233764	1	2.00
262627	1	1.00
266276	1	4.00
266661	1	2.00
279520	1	2.00
294150	1	2.00
327846	1	2.00
350403	1	1.00
352871	1	4.00
383042	2	2.00
457985	1	4.00
460033	1	3.00
474662	1	4.00
512390	1	2.00
512390	2	2.00
543488	1	6.00
567751	2	5.00
592545	1	6.00
595491	1	4.00
624903	1	2.00
673188	1	3.00
679076	1	1.00
684005	1	3.00
696032	1	1.00
2253061	1	1.00
2336033	1	2.00
2353666	1	2.00
2575908	1	5.00
2591622	1	2.00
2625060	1	5.00
2647010	1	1.00
2666403	1	1.00
2671201	1	2.00
2798017	1	1.00
2837092	1	3.00
2883973	1	3.00
2971683	2	1.00
2978018	1	3.00
3075780	1	5.00
3161539	1	1.00
3172100	1	5.00
3201728	1	1.00
3213824	1	4.00
3230054	1	1.00
3286726	1	3.00
3291873	1	2.00
3314663	1	1.00
3391106	1	5.00
3397925	1	2.00
3614656	1	2.00
3699943	1	4.00
3717636	1	2.00
3741473	1	4.00
3758277	1	6.00
3799364	1	3.00
274119	1	3.00
344836	1	5.00
349955	1	3.00
364320	1	2.00
370756	1	3.00
411299	1	7.00
460996	1	4.00
465382	1	7.00
466467	1	1.00
469603	1	3.00
560512	1	2.00
561313	1	2.00
561313	2	1.00
561638	1	4.00
584743	1	4.00
603108	1	2.00
628903	1	5.00
639622	1	1.00
645958	1	2.00
661155	1	4.00
667296	1	4.00
671655	1	1.00
673314	1	5.00
735522	1	2.00
744994	1	1.00
764708	1	5.00
764709	1	3.00
798053	1	2.00
803650	1	7.00
851109	1	2.00
867750	1	4.00
3817733	1	2.00
3823780	1	2.00
3878693	1	4.00
3915970	1	5.00
4000322	1	2.00
4021792	1	1.00
4063012	1	3.00
4175557	1	3.00
4202148	1	3.00
4395940	1	1.00
4558979	1	2.00
4571205	1	4.00
4595462	1	1.00
4647555	1	1.00
4693799	1	6.00
4907077	1	1.00
4959909	1	7.00
5123717	1	1.00
5126529	1	3.00
5131745	1	2.00
5153538	1	2.00
5186278	1	2.00
5187171	1	3.00
5194246	1	2.00
5211911	1	3.00
5233062	1	5.00
5244129	1	1.00
5263623	1	2.00
5284354	1	4.00
5292547	1	5.00
5358566	1	1.00
5395910	1	2.00
5401572	1	5.00
5424290	1	2.00
5460577	2	1.00
5471553	1	2.00
5591872	1	1.00
5667329	1	4.00
5678980	1	1.00
5803458	1	1.00
5856481	1	1.00
5862085	1	4.00
5864771	2	3.00
5974084	1	5.00
84260	1	1.00
425029	1	3.00
531907	1	1.00
666754	1	3.00
1006499	1	1.00
1007238	1	4.00
1255842	1	1.00
1509987	1	3.00
1711234	1	1.00
1736545	1	2.00
1875456	2	1.00
1912582	1	5.00
2053827	1	4.00
2233602	1	4.00
2580515	1	4.00
2639652	1	7.00
2735328	1	2.00
2966279	1	3.00
2970309	1	4.00
3094722	1	1.00
3163909	1	6.00
3206914	1	1.00
3327170	1	2.00
3703590	1	6.00
3724864	1	6.00
4348805	1	7.00
4351104	1	2.00
4496869	1	5.00
4643072	1	2.00
4647555	2	3.00
4955813	1	3.00
5457287	1	5.00
5761728	1	2.00
5764609	1	1.00
5861317	1	3.00
5953766	1	1.00
5987367	1	1.00
881731	1	5.00
886528	1	5.00
893729	1	4.00
894371	1	4.00
904036	1	3.00
911235	1	5.00
919969	1	2.00
946306	1	5.00
965280	1	5.00
988581	1	4.00
993382	1	2.00
1026726	1	3.00
1036194	1	3.00
1060806	1	5.00
1064133	1	3.00
1076960	1	3.00
1078917	1	3.00
1084481	1	1.00
1097602	1	3.00
1110757	1	2.00
1116291	1	5.00
1116739	1	1.00
1117893	1	1.00
1146182	1	3.00
1156225	1	4.00
1165440	1	1.00
1197987	1	2.00
1219079	1	3.00
1230469	1	1.00
1243268	1	3.00
1249538	1	5.00
1257763	1	6.00
1300709	1	2.00
1336002	2	1.00
1366276	1	4.00
1398439	1	4.00
1439781	1	1.00
1442848	1	4.00
1460227	1	1.00
1463782	1	5.00
