p_name	l_partkey	c_name	o_orderkey	n_name
5995651	firebrick powder coral saddle olive	136110	Customer#000018562	Supplier#000001137
5995651	aquamarine misty goldenrod dark dim	185209	Customer#000018562	Supplier#000000246
273348	peach chartreuse azure steel bisque	166739	Customer#000134857	Supplier#000006740
280129	burlywood pale brown blush cream	194917	Customer#000039796	Supplier#000002475
280129	lace floral midnight goldenrod chartreuse	169824	Customer#000039796	Supplier#000007373
280129	chartreuse purple tomato lemon olive	109906	Customer#000039796	Supplier#000009907
5380005	dodger red gainsboro pink dim	64972	Customer#000055415	Supplier#000002491
2154982	burlywood thistle sandy rose gainsboro	93711	Customer#000095903	Supplier#000008730
2154982	honeydew magenta frosted turquoise steel	132353	Customer#000095903	Supplier#000007380
869154	bisque lawn aquamarine light midnight	74849	Customer#000125606	Supplier#000004850
869154	burnished forest cream almond tan	10341	Customer#000125606	Supplier#000002843
922086	peach misty red brown sienna	55771	Customer#000103207	Supplier#000005772
824384	midnight hot tomato moccasin coral	137901	Customer#000145234	Supplier#000007902
824384	bisque ivory magenta tomato misty	126578	Customer#000145234	Supplier#000001603
1186308	slate pale ghost powder olive	5723	Customer#000023122	Supplier#000000724
1186308	rose goldenrod powder dodger chocolate	25894	Customer#000023122	Supplier#000005895
3537126	yellow red frosted cornsilk goldenrod	52560	Customer#000078448	Supplier#000005066
3872580	gainsboro honeydew coral chocolate sienna	130491	Customer#000132635	Supplier#000000492
5231713	ghost slate smoke cyan spring	54536	Customer#000033347	Supplier#000004537
5231713	saddle coral dim magenta snow	9417	Customer#000033347	Supplier#000009418
5231713	ghost bisque beige blush navy	31937	Customer#000033347	Supplier#000009447
5493926	azure steel salmon chartreuse goldenrod	184000	Customer#000125998	Supplier#000004001
5493926	black light cornsilk lemon cornflower	97897	Customer#000125998	Supplier#000005425
5501606	metallic beige purple linen maroon	190877	Customer#000068000	Supplier#000000878
1634436	peru mint powder puff saddle	154967	Customer#000011923	Supplier#000004968
1634436	grey antique spring puff cyan	114121	Customer#000011923	Supplier#000006633
5470784	spring dark drab steel grey	30697	Customer#000006910	Supplier#000000698
5470784	gainsboro orange burlywood tan white	95986	Customer#000006910	Supplier#000001005
5470784	cornflower grey beige honeydew papaya	120325	Customer#000006910	Supplier#000000326
5893511	burlywood lemon aquamarine azure forest	108833	Customer#000049033	Supplier#000006364
217541	cornflower goldenrod metallic azure black	93634	Customer#000004765	Supplier#000001162
217541	deep thistle powder lemon black	29655	Customer#000004765	Supplier#000007162
1310209	chartreuse goldenrod floral blue cyan	82608	Customer#000019063	Supplier#000007625
1310209	tan smoke frosted peach steel	119989	Customer#000019063	Supplier#000007523
1356130	honeydew dark lawn rosy spring	6870	Customer#000036490	Supplier#000009371
1452996	blush pale blue almond frosted	116653	Customer#000090025	Supplier#000006654
1452996	smoke blue blush purple green	186263	Customer#000090025	Supplier#000001300
1452996	bisque lime cornsilk antique tan	40996	Customer#000090025	Supplier#000000997
1452996	light mint cornflower ivory cream	9979	Customer#000090025	Supplier#000009980
4036035	cream gainsboro peach chiffon azure	24965	Customer#000097444	Supplier#000004966
4036035	lemon thistle saddle dodger firebrick	172896	Customer#000097444	Supplier#000005414
4036035	blush cyan moccasin smoke linen	22598	Customer#000097444	Supplier#000000105
5969250	green steel cream royal violet	184728	Customer#000051431	Supplier#000002283
1971680	orange frosted rose bisque navajo	99131	Customer#000120098	Supplier#000009132
2152675	black azure salmon linen rosy	185369	Customer#000061727	Supplier#000005370
3883783	aquamarine firebrick moccasin misty azure	178832	Customer#000015272	Supplier#000006384
3883783	chocolate dim blue moccasin navy	170542	Customer#000015272	Supplier#000000543
4217668	frosted powder dim brown goldenrod	182999	Customer#000052384	Supplier#000008036
4217668	brown honeydew light steel magenta	53132	Customer#000052384	Supplier#000003133
1465408	chartreuse grey wheat ghost orchid	24677	Customer#000085429	Supplier#000009682
1465408	burlywood blanched green floral bisque	144836	Customer#000085429	Supplier#000007351
5610209	orchid aquamarine bisque chocolate snow	127614	Customer#000117496	Supplier#000007615
5610209	moccasin forest maroon sky olive	191865	Customer#000117496	Supplier#000004385
5746311	spring brown pale royal black	104560	Customer#000109379	Supplier#000004561
5746311	aquamarine sky brown coral ivory	65580	Customer#000109379	Supplier#000003099
5746311	frosted indian metallic sky khaki	196984	Customer#000109379	Supplier#000002023
5995651	orange white lime indian smoke	76917	Customer#000018562	Supplier#000004439
67781	forest cream almond blanched green	144680	Customer#000128959	Supplier#000009709
172391	mint chocolate khaki gainsboro azure	150974	Customer#000023785	Supplier#000000975
172391	deep cream aquamarine frosted cornflower	113617	Customer#000023785	Supplier#000008640
273348	orchid saddle almond tomato pink	154113	Customer#000134857	Supplier#000009144
273348	brown lawn indian burlywood deep	181722	Customer#000134857	Supplier#000001723
978692	chocolate steel deep yellow ghost	93594	Customer#000025457	Supplier#000006104
978692	hot white almond grey moccasin	25719	Customer#000025457	Supplier#000005720
4995363	papaya deep gainsboro chiffon chocolate	59069	Customer#000145102	Supplier#000001575
4995363	green navy lime almond olive	151943	Customer#000145102	Supplier#000001944
5325251	plum lime mint olive coral	159920	Customer#000060245	Supplier#000002436
5325251	aquamarine light powder purple misty	118321	Customer#000060245	Supplier#000000833
5471879	cornflower lace chartreuse saddle chocolate	191225	Customer#000146188	Supplier#000001226
5471879	lawn coral forest burlywood medium	106933	Customer#000146188	Supplier#000009444
3015744	dark chocolate grey coral purple	190276	Customer#000055358	Supplier#000000277
3015744	firebrick cornsilk cornflower navy frosted	156317	Customer#000055358	Supplier#000006318
3015744	almond blanched metallic firebrick cyan	185343	Customer#000055358	Supplier#000005344
3015744	light bisque orange saddle ghost	59438	Customer#000055358	Supplier#000001944
3272548	frosted aquamarine red navajo seashell	83665	Customer#000076067	Supplier#000001190
2096705	cream cyan purple lime coral	182654	Customer#000105995	Supplier#000007691
2096705	red plum midnight sienna linen	81826	Customer#000105995	Supplier#000004335
3706788	brown blush grey orange wheat	183983	Customer#000073999	Supplier#000009020
3958564	misty pink khaki floral wheat	74325	Customer#000062968	Supplier#000004326
3958564	olive rose purple pink orchid	168988	Customer#000062968	Supplier#000008989
3958564	lime lace blanched orchid saddle	93919	Customer#000062968	Supplier#000008938
3958564	misty rose sienna forest sandy	31630	Customer#000062968	Supplier#000009140
3958564	goldenrod lavender indian tomato firebrick	194607	Customer#000062968	Supplier#000002165
3334820	plum frosted dark chiffon pink	158734	Customer#000000772	Supplier#000008735
3407557	navy burlywood frosted beige pink	195703	Customer#000017221	Supplier#000000742
3407557	navajo cornflower sky brown firebrick	142247	Customer#000017221	Supplier#000004762
3459808	bisque purple cream tomato pink	182790	Customer#000131386	Supplier#000000345
3459808	azure green blue orchid linen	194083	Customer#000131386	Supplier#000001641
3459808	chartreuse yellow bisque rosy papaya	151799	Customer#000131386	Supplier#000004315
5917732	yellow blue gainsboro sienna seashell	141837	Customer#000097498	Supplier#000001838
5917732	smoke ivory papaya moccasin peru	161700	Customer#000097498	Supplier#000004217
3249508	goldenrod aquamarine khaki lace dark	130949	Customer#000099611	Supplier#000005976
3249508	burlywood ivory lavender sky blue	54319	Customer#000099611	Supplier#000001835
3249508	steel ivory orange almond gainsboro	34279	Customer#000099611	Supplier#000004280
1634436	misty tan firebrick moccasin lemon	22939	Customer#000011923	Supplier#000002940
1634436	yellow lemon azure honeydew dodger	131757	Customer#000011923	Supplier#000006784
824384	rosy midnight saddle green metallic	115450	Customer#000145234	Supplier#000007962
824384	black green goldenrod olive antique	145722	Customer#000145234	Supplier#000003265
824384	maroon saddle misty cornsilk turquoise	163488	Customer#000145234	Supplier#000008521
851911	pale dodger goldenrod khaki orange	60970	Customer#000002353	Supplier#000008489
1186308	sandy bisque navajo turquoise lawn	190778	Customer#000023122	Supplier#000008336
3342468	powder papaya chiffon blue honeydew	169644	Customer#000146608	Supplier#000002161
3342468	sienna peru coral dodger khaki	109867	Customer#000146608	Supplier#000002378
3342468	gainsboro almond spring blanched white	120505	Customer#000146608	Supplier#000008042
2184164	antique puff aquamarine grey bisque	192406	Customer#000099814	Supplier#000004926
2184164	drab plum tomato thistle magenta	90851	Customer#000099814	Supplier#000003361
2184164	lawn puff hot maroon dim	25740	Customer#000099814	Supplier#000005741
4163074	metallic yellow cyan chocolate lace	62806	Customer#000069176	Supplier#000002807
2769248	lace snow sandy seashell navajo	32586	Customer#000051509	Supplier#000000096
2769248	navy smoke mint misty black	102960	Customer#000051509	Supplier#000007981
4165504	dark hot tomato frosted peru	114874	Customer#000080488	Supplier#000007386
4911393	lavender rose navy chocolate coral	123554	Customer#000100498	Supplier#000003555
4911393	midnight salmon blanched white frosted	70938	Customer#000100498	Supplier#000005953
507776	forest blush red cyan burnished	112750	Customer#000070069	Supplier#000000284
507776	slate seashell olive linen lime	188272	Customer#000070069	Supplier#000000791
507776	bisque coral indian blush cornflower	82626	Customer#000070069	Supplier#000005135
4740835	saddle burlywood metallic slate ivory	95833	Customer#000137068	Supplier#000000852
3870498	lavender dodger lawn linen cream	165984	Customer#000147706	Supplier#000005985
931907	frosted cream chocolate puff light	181702	Customer#000117947	Supplier#000004221
931907	plum spring linen chiffon navajo	80982	Customer#000117947	Supplier#000005999
931907	khaki thistle orange magenta blush	57461	Customer#000117947	Supplier#000009967
1226658	rose metallic moccasin sandy chiffon	55632	Customer#000082741	Supplier#000008138
3506854	pale almond chocolate papaya peru	97845	Customer#000060920	Supplier#000002864
3506854	wheat indian tan ivory khaki	19837	Customer#000060920	Supplier#000009838
3518496	dodger burlywood cream peach cornflower	195303	Customer#000057401	Supplier#000000342
3518496	lemon violet mint chartreuse black	46761	Customer#000057401	Supplier#000001770
3518496	coral lawn chiffon dark frosted	102822	Customer#000057401	Supplier#000000353
3518496	cyan bisque blanched firebrick sandy	35703	Customer#000057401	Supplier#000003213
101700	gainsboro peru dodger peach pale	131688	Customer#000147289	Supplier#000001689
4791171	seashell misty floral bisque grey	167240	Customer#000051655	Supplier#000004789
4791171	pink antique metallic navy almond	191109	Customer#000051655	Supplier#000006148
5995651	lavender olive burlywood indian smoke	7661	Customer#000018562	Supplier#000000162
5995651	chartreuse brown khaki white violet	109995	Customer#000018562	Supplier#000007526
67781	almond frosted goldenrod dodger black	35741	Customer#000128959	Supplier#000000748
67781	lawn antique wheat maroon dim	94738	Customer#000128959	Supplier#000009757
122596	purple ivory bisque lace blush	188452	Customer#000009835	Supplier#000006007
172391	peach purple navajo navy pale	80595	Customer#000023785	Supplier#000008120
172391	forest chiffon misty turquoise blue	151989	Customer#000023785	Supplier#000001990
172391	steel tomato gainsboro orchid lime	71687	Customer#000023785	Supplier#000001688
172391	red cornsilk hot seashell turquoise	29914	Customer#000023785	Supplier#000004919
172391	seashell blanched maroon papaya ghost	15453	Customer#000023785	Supplier#000002957
273348	blue frosted white deep royal	143908	Customer#000134857	Supplier#000008937
824384	burnished firebrick cornsilk sky burlywood	90258	Customer#000145234	Supplier#000002768
851911	cornflower lemon papaya blush lawn	182944	Customer#000002353	Supplier#000000499
1177378	rosy purple light blue sandy	86997	Customer#000050327	Supplier#000006998
1436544	saddle misty blue navy white	44183	Customer#000077260	Supplier#000009192
1474818	hot lavender yellow sky orchid	119918	Customer#000024341	Supplier#000002430
1474818	cream cornsilk lemon lavender burnished	46395	Customer#000024341	Supplier#000003908
1474818	linen blush khaki red brown	22453	Customer#000024341	Supplier#000004956
1263015	ivory tomato burlywood forest drab	78387	Customer#000147197	Supplier#000000895
1504772	puff pale blanched blue green	123513	Customer#000078076	Supplier#000006026
1504772	grey medium sienna lawn aquamarine	118780	Customer#000078076	Supplier#000003803
1504772	azure orchid chocolate blue forest	125732	Customer#000078076	Supplier#000008245
1661472	cornflower cream forest white mint	165935	Customer#000009736	Supplier#000005936
1905157	blush beige rosy purple sky	177948	Customer#000130130	Supplier#000000466
1905157	bisque khaki pink indian puff	159395	Customer#000130130	Supplier#000006941
4248583	lime moccasin almond blue cream	18881	Customer#000021529	Supplier#000006385
4676257	seashell khaki lawn grey azure	32841	Customer#000053809	Supplier#000000351
4745607	yellow lime dim lavender metallic	150622	Customer#000046435	Supplier#000003138
1750466	rosy lemon dark olive mint	183892	Customer#000021433	Supplier#000006411
2185667	dodger ghost honeydew chocolate snow	82733	Customer#000051796	Supplier#000005242
2185667	cream green deep burnished navajo	167844	Customer#000051796	Supplier#000005393
2185667	antique cream sandy navajo blush	48570	Customer#000051796	Supplier#000008571
2185667	peach medium light turquoise sky	126951	Customer#000051796	Supplier#000004488
1186308	papaya ghost cyan lime chocolate	82665	Customer#000023122	Supplier#000000190
1459393	royal tan seashell chiffon powder	188891	Customer#000011324	Supplier#000003928
1459393	lace midnight misty rose frosted	82867	Customer#000011324	Supplier#000005376
2366755	plum cornsilk sandy blanched salmon	100396	Customer#000050008	Supplier#000007927
2366755	chartreuse pale bisque sandy almond	149770	Customer#000050008	Supplier#000004799
2708097	orchid tan blush royal navy	14360	Customer#000144169	Supplier#000009363
2639430	dark lavender thistle rose coral	194801	Customer#000120922	Supplier#000004802
2639430	lime lawn frosted indian chocolate	129778	Customer#000120922	Supplier#000002291
2769248	magenta light gainsboro almond snow	70453	Customer#000051509	Supplier#000000454
2769248	moccasin deep tan cornflower blanched	118265	Customer#000051509	Supplier#000000777
869154	bisque floral pale red light	4713	Customer#000125606	Supplier#000002214
433380	antique medium navajo goldenrod linen	116118	Customer#000098491	Supplier#000001141
433380	yellow cream maroon chiffon saddle	175718	Customer#000098491	Supplier#000000753
5219719	drab antique pink floral magenta	125592	Customer#000086290	Supplier#000005593
5219719	maroon honeydew blue steel tomato	89459	Customer#000086290	Supplier#000004476
5247169	smoke sky peru misty snow	41751	Customer#000137554	Supplier#000009264
5493926	sky cream peru red deep	160705	Customer#000125998	Supplier#000008254
5493926	puff deep navajo pink floral	22650	Customer#000125998	Supplier#000002651
1465408	grey pale indian lime aquamarine	43664	Customer#000085429	Supplier#000008673
1465408	dodger red gainsboro light lemon	56555	Customer#000085429	Supplier#000004071
1465408	wheat yellow lavender coral blush	115624	Customer#000085429	Supplier#000005625
5637766	blue black salmon cream dim	99981	Customer#000036742	Supplier#000002491
5637766	smoke dim lawn blush grey	135901	Customer#000036742	Supplier#000000928
5637766	forest peach blue brown hot	77582	Customer#000036742	Supplier#000007583
5637766	hot purple frosted steel cream	107738	Customer#000036742	Supplier#000007739
5662501	steel seashell antique royal thistle	129537	Customer#000028621	Supplier#000007074
5662501	orange slate cream olive tomato	123055	Customer#000028621	Supplier#000008080
41445	ghost lavender dodger chiffon rosy	89841	Customer#000006053	Supplier#000002350
41445	dodger purple smoke wheat seashell	143851	Customer#000006053	Supplier#000003852
41445	medium midnight violet plum slate	150980	Customer#000006053	Supplier#000008526
103136	wheat hot purple magenta papaya	104750	Customer#000085027	Supplier#000004751
103136	cream mint lime firebrick dodger	124882	Customer#000085027	Supplier#000004883
103136	lace rose steel lavender beige	25748	Customer#000085027	Supplier#000000753
2096705	burlywood azure grey peach lime	51603	Customer#000105995	Supplier#000001604
2121671	dodger green tan deep bisque	89783	Customer#000033083	Supplier#000009784
2121671	antique dodger medium puff navy	178587	Customer#000033083	Supplier#000006139
2474850	beige bisque cyan coral turquoise	188970	Customer#000146612	Supplier#000004007
2474850	cornflower steel navajo magenta cornsilk	162048	Customer#000146612	Supplier#000004565
2474850	lawn cream royal pale azure	131731	Customer#000146612	Supplier#000004245
3586919	saddle moccasin khaki aquamarine red	196772	Customer#000024049	Supplier#000006773
3597604	burnished light medium grey peach	180413	Customer#000095857	Supplier#000002932
3597604	almond steel magenta wheat blush	77876	Customer#000095857	Supplier#000005398
534529	chocolate burlywood azure lavender almond	58649	Customer#000025994	Supplier#000003660
534529	cornflower cyan blanched tomato indian	122419	Customer#000025994	Supplier#000002420
846213	bisque ivory almond tan navy	113470	Customer#000047060	Supplier#000005982
846213	lawn peach sky navy cornflower	181191	Customer#000047060	Supplier#000006228
846213	dodger lemon wheat cream midnight	107991	Customer#000047060	Supplier#000005522
846213	honeydew rosy yellow chiffon drab	189913	Customer#000047060	Supplier#000002432
3160673	linen goldenrod olive drab green	98237	Customer#000050035	Supplier#000000747
3160673	ivory grey cream metallic plum	55751	Customer#000050035	Supplier#000003267
3160673	green grey chartreuse indian honeydew	197800	Customer#000050035	Supplier#000000320
3249508	rose navy smoke goldenrod cyan	160965	Customer#000099611	Supplier#000003482
3249508	bisque antique chartreuse medium black	129960	Customer#000099611	Supplier#000007497
3342468	wheat bisque rose light mint	4398	Customer#000146608	Supplier#000001899
3342468	chartreuse burnished salmon bisque yellow	41816	Customer#000146608	Supplier#000004321
3342468	dark bisque powder blanched almond	187862	Customer#000146608	Supplier#000000381
2919554	wheat almond coral blush blue	127707	Customer#000091004	Supplier#000002732
2919554	pale moccasin seashell coral pink	45817	Customer#000091004	Supplier#000003330
3058020	black thistle lime mint rose	66678	Customer#000122822	Supplier#000009185
3176966	grey firebrick honeydew dim navajo	192467	Customer#000104128	Supplier#000000025
3176966	blanched slate beige burlywood pink	185961	Customer#000104128	Supplier#000005962
3176966	purple bisque peach midnight lavender	36984	Customer#000104128	Supplier#000006985
4391332	floral chocolate lime spring rose	172850	Customer#000043090	Supplier#000005368
4391332	rosy peru ghost blue lime	75505	Customer#000043090	Supplier#000005506
3883783	dark maroon pink cream gainsboro	21913	Customer#000015272	Supplier#000001914
4328516	wheat midnight ivory almond light	114858	Customer#000139823	Supplier#000002392
4328516	navy beige deep chartreuse papaya	72545	Customer#000139823	Supplier#000000067
4328516	snow almond burnished olive green	56759	Customer#000139823	Supplier#000006760
4764774	royal maroon papaya ghost mint	176683	Customer#000054733	Supplier#000001718
4764774	pink cornsilk chartreuse dodger puff	25955	Customer#000054733	Supplier#000000960
4740835	dodger cornflower midnight violet black	26061	Customer#000137068	Supplier#000008564
4740835	aquamarine medium lavender ivory almond	143813	Customer#000137068	Supplier#000001356
3870498	plum cornsilk ivory beige sky	140671	Customer#000147706	Supplier#000000672
3870498	blanched sienna puff dim cornflower	68449	Customer#000147706	Supplier#000003462
3870498	sandy beige magenta hot floral	17960	Customer#000147706	Supplier#000002963
5376902	lime yellow bisque antique firebrick	103585	Customer#000116726	Supplier#000006096
5470784	hot brown misty cornflower peru	122510	Customer#000006910	Supplier#000002511
1672039	gainsboro dodger chocolate moccasin linen	121793	Customer#000099446	Supplier#000009330
1672039	indian moccasin violet forest midnight	172610	Customer#000099446	Supplier#000005128
1672039	antique moccasin ghost black powder	133932	Customer#000099446	Supplier#000006446
5725605	burnished magenta sky navy saddle	51231	Customer#000082415	Supplier#000003737
1356130	indian powder turquoise deep lime	167549	Customer#000036490	Supplier#000007550
1356130	blanched aquamarine orchid burnished peach	134980	Customer#000036490	Supplier#000000007
1452996	purple brown floral powder papaya	175565	Customer#000090025	Supplier#000003117
5850915	chiffon ivory honeydew firebrick navajo	157924	Customer#000101309	Supplier#000002955
1971680	honeydew azure tan chartreuse dim	104284	Customer#000120098	Supplier#000004285
1971680	khaki sandy lace chocolate coral	92831	Customer#000120098	Supplier#000000359
869154	sky green snow lace spring	75541	Customer#000125606	Supplier#000000556
4995363	chiffon pink sky maroon navy	167999	Customer#000145102	Supplier#000005548
4995363	brown salmon cyan cornflower gainsboro	98520	Customer#000145102	Supplier#000006048
4995363	lace cyan midnight dodger lawn	11823	Customer#000145102	Supplier#000006826
4995363	tomato chocolate lavender peru floral	101195	Customer#000145102	Supplier#000001196
5471879	coral lawn smoke black burnished	14731	Customer#000146188	Supplier#000007233
5471879	papaya forest indian deep gainsboro	172781	Customer#000146188	Supplier#000002782
5984582	almond navy magenta rosy lemon	42279	Customer#000096103	Supplier#000007288
5984582	brown honeydew pink cornsilk pale	170423	Customer#000096103	Supplier#000007975
5984582	snow saddle floral honeydew pale	92969	Customer#000096103	Supplier#000005479
5995651	cornflower peru lemon black turquoise	156727	Customer#000018562	Supplier#000004273
67781	turquoise khaki medium rosy ivory	45883	Customer#000128959	Supplier#000005884
67781	gainsboro aquamarine honeydew chiffon maroon	171709	Customer#000128959	Supplier#000004227
122596	dim cornflower honeydew misty metallic	161734	Customer#000009835	Supplier#000009283
5619713	honeydew pink puff cornflower dim	179945	Customer#000023815	Supplier#000009946
5619713	grey cornsilk spring moccasin tan	168945	Customer#000023815	Supplier#000003978
5619713	beige wheat antique royal floral	95913	Customer#000023815	Supplier#000008423
5955427	moccasin lime almond seashell maroon	129801	Customer#000030415	Supplier#000007338
5955427	deep green maroon papaya spring	120976	Customer#000030415	Supplier#000006001
851911	cornflower light seashell linen azure	64235	Customer#000002353	Supplier#000006742
851911	khaki cyan orange gainsboro navajo	130378	Customer#000002353	Supplier#000000379
851911	antique orchid misty medium grey	149743	Customer#000002353	Supplier#000004772
5797411	drab lemon navy magenta purple	124866	Customer#000148348	Supplier#000004867
5832321	dim peach gainsboro lime blanched	125408	Customer#000054602	Supplier#000007921
3334820	dim aquamarine olive navajo indian	167956	Customer#000000772	Supplier#000007957
3334820	coral firebrick antique khaki moccasin	19930	Customer#000000772	Supplier#000007434
3334820	burnished blush purple lavender slate	37070	Customer#000000772	Supplier#000004580
3334820	peru grey lace beige seashell	196778	Customer#000000772	Supplier#000006779
3334820	firebrick almond frosted mint chartreuse	35202	Customer#000000772	Supplier#000000209
507776	cyan gainsboro navajo lawn sienna	148266	Customer#000070069	Supplier#000005809
511744	light dodger khaki powder peach	46947	Customer#000093230	Supplier#000004460
511744	cornflower mint thistle burnished moccasin	158520	Customer#000093230	Supplier#000006066
511744	grey chartreuse light olive goldenrod	44370	Customer#000093230	Supplier#000009379
673603	cyan gainsboro firebrick coral burnished	108802	Customer#000019561	Supplier#000003823
673603	floral saddle linen red thistle	28947	Customer#000019561	Supplier#000001450
673603	lemon pink powder blanched peach	111382	Customer#000019561	Supplier#000008916
3407557	floral burnished salmon seashell royal	39440	Customer#000017221	Supplier#000004447
3459808	ghost peru lace drab blue	135827	Customer#000131386	Supplier#000000854
395395	ghost midnight light firebrick dodger	12391	Customer#000106565	Supplier#000007394
395395	lemon indian steel yellow burlywood	122833	Customer#000106565	Supplier#000005346
645412	violet lime burlywood bisque sky	100827	Customer#000049288	Supplier#000008358
645412	light floral peru powder frosted	103601	Customer#000049288	Supplier#000001132
1459393	purple saddle almond burlywood black	162605	Customer#000011324	Supplier#000007638
1263015	dodger green cream dark frosted	70091	Customer#000147197	Supplier#000002599
1263015	beige cornsilk linen chiffon magenta	59839	Customer#000147197	Supplier#000004850
1263015	rosy indian chiffon salmon aquamarine	101082	Customer#000147197	Supplier#000008613
1504772	black yellow cream medium lime	125884	Customer#000078076	Supplier#000005885
4311651	dodger deep midnight gainsboro pink	103860	Customer#000101831	Supplier#000006371
4311651	mint white burnished seashell honeydew	172991	Customer#000101831	Supplier#000008026
2184164	misty dodger cream indian purple	150979	Customer#000099814	Supplier#000006010
2220512	khaki peach blush magenta papaya	186630	Customer#000046528	Supplier#000006631
2220512	gainsboro brown peru almond maroon	139741	Customer#000046528	Supplier#000007281
1451203	bisque cornsilk floral seashell papaya	180305	Customer#000000506	Supplier#000002824
1492448	papaya ghost floral midnight salmon	166623	Customer#000004111	Supplier#000009140
4644934	coral gainsboro medium lavender lawn	16643	Customer#000009770	Supplier#000001646
5404326	burnished blush frosted blue salmon	160932	Customer#000073513	Supplier#000000933
5404326	lace deep bisque azure smoke	180864	Customer#000073513	Supplier#000005901
5404326	blanched navajo sienna beige deep	174938	Customer#000073513	Supplier#000009973
5493926	chartreuse indian cornflower saddle antique	87537	Customer#000125998	Supplier#000005062
5493926	seashell violet almond powder metallic	63896	Customer#000125998	Supplier#000006403
5725605	firebrick ghost peach white navajo	153986	Customer#000082415	Supplier#000001532
5725605	deep cornflower floral cyan brown	36087	Customer#000082415	Supplier#000003597
3506854	plum cornflower azure olive peach	178082	Customer#000060920	Supplier#000008083
3506854	royal tan lace red azure	190881	Customer#000060920	Supplier#000003401
3518496	brown midnight beige lawn snow	76528	Customer#000057401	Supplier#000006529
3518496	orange royal blue chartreuse olive	48766	Customer#000057401	Supplier#000008767
4248583	metallic peach sandy blue mint	116555	Customer#000021529	Supplier#000004089
4248583	peru hot lavender dark navajo	127353	Customer#000021529	Supplier#000004890
4248583	chocolate snow forest medium yellow	32703	Customer#000021529	Supplier#000007710
4682433	violet maroon dark misty moccasin	175593	Customer#000016207	Supplier#000008111
2639430	orchid firebrick honeydew mint floral	119891	Customer#000120922	Supplier#000004914
2639430	goldenrod spring ivory burnished frosted	45427	Customer#000120922	Supplier#000002940
2769248	frosted lace coral burnished red	105837	Customer#000051509	Supplier#000008348
2769248	chiffon lace goldenrod metallic blush	1978	Customer#000051509	Supplier#000001979
2769248	chocolate grey plum aquamarine tan	33898	Customer#000051509	Supplier#000006402
2154982	cornsilk blanched ghost brown olive	11757	Customer#000095903	Supplier#000004259
5332709	chocolate peru slate rose brown	199734	Customer#000128645	Supplier#000004773
5332709	dodger linen puff peach orange	14762	Customer#000128645	Supplier#000007264
5332709	midnight magenta azure violet bisque	93879	Customer#000128645	Supplier#000008898
5332709	navajo beige chiffon blue brown	191590	Customer#000128645	Supplier#000009148
2942469	spring brown steel chocolate hot	106004	Customer#000148885	Supplier#000008515
2942469	bisque white moccasin deep thistle	35222	Customer#000148885	Supplier#000007726
2942469	olive yellow sienna medium royal	60671	Customer#000148885	Supplier#000005684
3176966	dodger bisque drab light cornflower	117671	Customer#000104128	Supplier#000002694
3176966	bisque cyan lemon burnished pink	91781	Customer#000104128	Supplier#000009309
3176966	metallic royal light peru tomato	156970	Customer#000104128	Supplier#000002001
3176966	mint salmon misty powder orchid	42568	Customer#000104128	Supplier#000005073
217541	light goldenrod beige tan ivory	30954	Customer#000004765	Supplier#000000955
217541	drab azure snow turquoise dark	199555	Customer#000004765	Supplier#000009556
433380	cornflower light chiffon aquamarine turquoise	193823	Customer#000098491	Supplier#000006343
3311840	hot antique goldenrod metallic navajo	70398	Customer#000037738	Supplier#000002906
3870498	coral azure floral pale snow	55708	Customer#000147706	Supplier#000008214
3870498	gainsboro drab ghost ivory plum	6654	Customer#000147706	Supplier#000006655
3870498	dodger azure dark midnight floral	44361	Customer#000147706	Supplier#000009370
4036035	navajo pink drab light moccasin	57941	Customer#000097444	Supplier#000000447
4036035	white royal midnight honeydew bisque	10759	Customer#000097444	Supplier#000003261
4036035	navajo ivory orchid cornflower burlywood	187997	Customer#000097444	Supplier#000003034
1474818	orchid chartreuse blanched rosy ghost	145878	Customer#000024341	Supplier#000000907
1474818	cornsilk rose hot floral beige	167453	Customer#000024341	Supplier#000002486
1474818	smoke red light lawn chocolate	176145	Customer#000024341	Supplier#000006146
846213	snow burnished floral puff medium	107962	Customer#000047060	Supplier#000002983
978692	frosted azure thistle steel lemon	158773	Customer#000025457	Supplier#000006319
978692	beige seashell cornsilk powder burlywood	55956	Customer#000025457	Supplier#000005957
978692	sienna maroon drab salmon ghost	51898	Customer#000025457	Supplier#000009414
978692	navy cyan slate chocolate coral	42548	Customer#000025457	Supplier#000007557
931907	blue pale ghost green wheat	57049	Customer#000117947	Supplier#000009555
931907	midnight beige maroon dark chiffon	143328	Customer#000117947	Supplier#000000871
1226658	firebrick honeydew orchid orange brown	188843	Customer#000082741	Supplier#000008844
1226658	firebrick grey royal orchid peru	57354	Customer#000082741	Supplier#000009860
1443271	deep navajo medium peru drab	88915	Customer#000058378	Supplier#000008916
1443271	wheat magenta olive thistle papaya	187562	Customer#000058378	Supplier#000005117
1443271	white sandy goldenrod burlywood metallic	73911	Customer#000058378	Supplier#000008926
1443271	mint peach lawn rosy navy	20383	Customer#000058378	Supplier#000007890
1443271	deep cornsilk forest sky linen	175983	Customer#000058378	Supplier#000005984
2235011	sky metallic white chiffon saddle	165850	Customer#000076567	Supplier#000003399
1750466	beige midnight floral grey forest	13827	Customer#000021433	Supplier#000008830
