count(*)
200000
count(*)
2997697
l_orderkey	l_quantity	l_extendedprice
3330881	45.00	71262.90
3554659	27.00	47431.71
4687556	1.00	1938.87
4687556	13.00	15095.99
2248546	40.00	44928.40
2514754	10.00	12001.70
2589862	32.00	44137.60
2782083	24.00	38703.12
4529089	23.00	40034.72
4529089	36.00	61660.08
4914661	9.00	13262.13
3934949	31.00	42328.64
3934949	14.00	16103.50
3934949	34.00	38489.02
5060293	49.00	72298.03
5060293	31.00	48655.12
5433765	22.00	22111.98
5573184	45.00	90358.20
5573184	26.00	32348.94
2923650	32.00	46829.76
3017056	7.00	7841.47
3253126	5.00	7972.50
4968294	21.00	41410.74
4968294	5.00	6446.00
4970980	3.00	4098.90
4970980	17.00	32639.66
5104326	42.00	48726.72
5129313	28.00	43669.92
5235045	9.00	15296.85
5316935	10.00	12833.70
4303206	28.00	34362.44
4324961	10.00	11771.70
4324961	15.00	16832.85
4520518	36.00	47064.60
4604864	12.00	11604.48
4604864	10.00	19639.30
4604864	5.00	8779.05
4720422	37.00	59779.79
4862951	20.00	25284.80
4862951	50.00	68715.00
410660	8.00	9442.00
681730	30.00	51383.10
681730	22.00	26317.28
681730	3.00	3936.93
714625	42.00	72858.24
714625	48.00	52135.20
835173	46.00	87209.10
161892	38.00	42829.04
189732	20.00	22460.80
233089	21.00	30395.61
233089	49.00	53807.88
235779	18.00	24268.50
235779	11.00	20602.56
615872	5.00	9884.80
1420035	5.00	9549.20
1469089	26.00	27692.60
1469089	11.00	14457.30
1490849	17.00	22801.42
1490849	2.00	2358.48
1490849	50.00	79578.00
890018	33.00	61768.41
978311	12.00	13657.20
1218950	1.00	1339.29
1218950	42.00	83285.58
1376704	13.00	16644.29
1376704	50.00	77123.00
1376704	7.00	7294.21
1376704	7.00	12177.97
1574022	10.00	15716.30
1857794	11.00	11418.88
1953926	20.00	33473.80
1991461	7.00	11021.64
2126688	20.00	23522.40
626305	33.00	43902.87
653063	36.00	38489.40
653063	15.00	20436.15
663840	6.00	7231.08
663840	17.00	23907.44
1876550	5.00	9113.70
1982691	3.00	2943.15
1982691	44.00	75490.80
1768549	33.00	35644.62
1775493	27.00	37730.61
1775493	23.00	25832.22
1775493	41.00	37761.82
1974624	2.00	3751.90
1974624	23.00	36512.96
2403396	20.00	22342.60
2403396	13.00	16525.21
2630562	23.00	43696.32
928997	30.00	58049.40
987201	39.00	75107.76
1071617	11.00	15635.18
1186787	37.00	54706.35
2096544	9.00	12189.78
2096544	9.00	14198.31
2103748	4.00	5758.04
2103748	36.00	59172.12
2463009	44.00	71750.36
2488771	2.00	3269.34
2510146	39.00	45554.73
2510146	24.00	23256.00
2510146	32.00	43016.96
2602208	46.00	46323.84
2242243	28.00	36074.64
2251845	42.00	61087.32
2514754	7.00	12550.16
2588320	8.00	8384.56
2589862	33.00	49777.86
2651266	11.00	20261.23
2651266	15.00	26440.05
2651266	42.00	66429.30
2982693	6.00	10408.80
3012964	31.00	53032.01
3211909	22.00	33054.34
3211909	29.00	49754.43
3211909	43.00	47303.44
3217060	25.00	34410.75
3217060	17.00	18259.02
3252322	19.00	27690.79
3252322	22.00	27173.96
3394118	15.00	24805.50
2720773	50.00	88891.00
2747429	35.00	38710.70
2892036	42.00	49061.46
3193248	21.00	37373.49
3193248	44.00	52191.92
3318789	33.00	34522.62
3318789	39.00	47356.14
3318789	26.00	29069.56
3357730	39.00	63676.08
3357730	23.00	46273.93
1651687	12.00	17356.56
1656517	25.00	32407.75
2923650	45.00	49996.35
2923650	37.00	66293.64
3499620	25.00	45694.75
3514688	40.00	76439.20
3514688	9.00	10847.07
3555492	29.00	46622.72
3947046	45.00	67428.45
3993184	38.00	64737.18
3545637	50.00	72818.00
2254176	14.00	19788.86
2254176	15.00	23888.85
2254176	24.00	27457.20
2351813	8.00	15303.52
2351813	8.00	9322.00
3429057	2.00	4033.90
3631968	20.00	24764.20
4060806	3.00	4549.65
4060806	30.00	51951.60
4060806	24.00	22224.00
4687556	27.00	51700.95
4687556	8.00	11307.76
4099329	25.00	46572.25
4099329	5.00	7176.85
4328998	14.00	21806.12
4391456	10.00	14845.30
4650021	49.00	65186.17
4650021	19.00	35718.29
4650021	34.00	55744.70
2825158	24.00	33202.32
3057349	16.00	18401.60
3057349	27.00	41620.23
3057349	27.00	31081.05
3057349	32.00	49585.60
3330881	14.00	22940.12
2322629	23.00	27626.91
2322629	6.00	6654.78
2395876	2.00	2156.06
2395876	36.00	41403.96
2789703	11.00	14766.62
3995111	13.00	16460.21
3995111	5.00	9794.95
4033763	41.00	48753.51
4216389	47.00	56648.16
4216389	6.00	11381.64
4303745	42.00	59826.90
4303745	39.00	50597.82
4477568	19.00	36649.86
4477568	34.00	61570.26
4584001	24.00	33152.40
4584001	12.00	19796.40
2897441	16.00	21126.08
3036614	26.00	49317.84
3672357	13.00	26194.35
4692995	2.00	3853.72
4692995	38.00	43554.08
4764547	49.00	99957.06
5366593	33.00	59657.73
5573184	1.00	1377.35
5650368	37.00	74144.30
5650368	22.00	30368.58
5715522	3.00	6014.70
5715522	39.00	65198.25
5790119	21.00	28104.09
5790119	30.00	52615.20
5971713	22.00	34661.88
4009575	48.00	80908.32
4150085	39.00	39975.78
4141668	41.00	76416.62
4324961	24.00	34091.04
4383265	15.00	23018.40
4409734	49.00	60088.70
5241223	36.00	66627.00
5378496	25.00	28153.00
5496389	38.00	55611.86
5496389	3.00	3669.93
5533287	35.00	40290.25
5636773	20.00	28006.20
5636773	3.00	5567.34
5636773	26.00	34300.76
5787300	18.00	33944.58
5787300	13.00	24957.79
31653	46.00	75004.84
31653	15.00	24235.35
43879	17.00	32044.32
43879	37.00	55889.24
135943	43.00	76829.82
135943	28.00	51347.80
410660	4.00	6050.36
449031	42.00	49905.66
4535970	38.00	51431.10
233089	3.00	4984.71
233089	42.00	55912.92
235779	30.00	59067.90
235779	30.00	53396.10
235779	13.00	17073.16
235779	29.00	40584.92
309891	42.00	48471.78
835173	13.00	18777.46
835173	26.00	26936.52
943270	17.00	26443.16
943270	43.00	76530.97
943270	24.00	34858.08
977125	28.00	32763.36
4888039	47.00	87931.36
4888039	42.00	70506.24
4970980	11.00	17760.38
5104326	36.00	45370.80
576263	24.00	45764.16
576263	32.00	50192.32
576263	49.00	60377.31
615872	24.00	24000.96
787105	9.00	8244.00
787105	4.00	5701.40
890018	3.00	4267.02
1046082	20.00	22603.20
1046082	24.00	44110.32
4862951	8.00	14509.76
4862951	32.00	56311.04
4932935	5.00	5500.60
4950721	24.00	23568.72
5076133	28.00	46864.16
5202403	12.00	19086.12
5202403	4.00	4404.60
5202403	43.00	59098.34
5202403	20.00	24143.20
5202403	33.00	51627.51
5202403	24.00	26714.88
1420035	49.00	50519.49
1574022	19.00	25693.32
1838375	9.00	11188.62
1953926	13.00	12662.65
5862787	49.00	50768.41
1218950	4.00	7242.84
1376704	32.00	53237.12
2401414	46.00	54243.66
2471840	24.00	42714.48
2480834	9.00	10883.34
2480834	16.00	28780.32
2480834	31.00	37733.20
2520736	6.00	6829.08
2520736	31.00	32612.93
2520736	32.00	55770.56
2559110	44.00	69279.76
2559110	46.00	54060.12
2559110	10.00	14433.80
2580229	24.00	37142.88
2580229	8.00	8120.64
2580229	50.00	67462.50
2659781	30.00	59337.00
1991461	14.00	26275.48
1991461	17.00	31975.30
2403396	36.00	53226.00
1468323	7.00	12585.09
1468323	45.00	79868.25
1546274	34.00	36108.00
1546274	28.00	48037.92
1546274	13.00	26701.35
1546274	19.00	35775.86
1732771	1.00	1832.90
1974624	36.00	59603.04
1974624	6.00	8997.36
2248546	7.00	13151.81
5373091	5.00	6030.70
5569156	40.00	52691.60
5693440	20.00	32631.00
5776643	20.00	27366.60
5776643	10.00	9910.70
5980134	47.00	46767.35
2630562	37.00	64888.38
2630562	47.00	64079.80
2630562	8.00	15871.36
2630562	26.00	30789.20
2806528	13.00	23606.18
2942627	17.00	24419.99
2942627	27.00	52971.84
3012964	11.00	16417.39
3012964	38.00	48686.74
3154370	22.00	21407.32
3154370	25.00	44419.25
3154370	3.00	3552.48
3211909	5.00	5530.25
3211909	8.00	9682.08
3217060	25.00	38211.25
3247714	5.00	6465.95
3261731	49.00	51551.92
2103202	10.00	11220.40
2103202	14.00	19339.32
2369446	2.00	2122.18
2541543	39.00	49497.63
2541543	24.00	36036.72
2514754	40.00	75878.40
2589862	20.00	38079.60
2589862	17.00	19842.91
2923650	1.00	1848.87
3394118	37.00	58299.05
3394118	25.00	50048.75
3394118	4.00	7603.92
3394118	4.00	7246.84
3499620	9.00	14585.76
3514688	3.00	5252.52
2736865	48.00	74333.28
2825158	34.00	36621.74
2842599	48.00	80571.84
2891394	50.00	93697.00
2891394	49.00	66020.64
2840384	19.00	34746.44
2840384	41.00	71123.93
3043008	11.00	17429.61
3118211	4.00	7819.72
3118211	33.00	32637.00
3120674	31.00	50051.98
3378979	33.00	42479.58
537219	2.00	2060.00
537219	50.00	92340.50
3318785	29.00	35705.09
3554659	40.00	79717.60
3640352	28.00	41453.72
3640352	32.00	43147.52
3775236	12.00	14642.52
3872644	34.00	53501.04
3872644	14.00	25940.88
3154945	45.00	74142.00
3429057	32.00	33280.00
3429057	36.00	63208.44
3429057	25.00	40263.25
626305	2.00	2554.68
626305	35.00	66743.60
774304	33.00	57379.41
3918433	7.00	12024.11
3918433	29.00	40031.31
3947046	40.00	52493.60
3947046	30.00	38530.20
3993184	28.00	47477.36
3993184	15.00	22476.00
3795685	39.00	76945.83
3815718	18.00	34124.40
3815718	31.00	54273.56
3995111	34.00	38426.80
4033763	35.00	63659.05
4033763	20.00	25944.00
4072832	39.00	68282.37
4216389	32.00	32448.00
4216389	11.00	19578.13
4303745	32.00	54454.72
4303745	31.00	48534.84
1651687	8.00	15054.40
5101668	21.00	32100.39
4584001	26.00	30423.12
4692995	47.00	46907.41
4692995	1.00	992.03
4625152	49.00	63956.27
4687556	16.00	23527.20
4687556	20.00	28606.80
4909280	32.00	58845.12
5693440	14.00	16619.54
5693440	34.00	49420.02
5747558	36.00	67708.44
5747558	18.00	19693.08
5776643	12.00	21165.72
5980134	21.00	35968.59
5980134	25.00	28103.00
120160	17.00	32637.79
1876000	29.00	57650.84
1944711	37.00	57334.46
2149889	46.00	75058.66
2149889	40.00	56897.20
2254176	12.00	15603.84
2254176	49.00	57486.80
2254176	36.00	60684.84
2254176	16.00	19315.68
2351813	8.00	11067.04
4080259	6.00	11831.58
4405509	11.00	16901.61
4683938	27.00	35029.26
5207685	33.00	35938.98
5207685	2.00	3138.98
5241223	8.00	13276.64
5533287	31.00	52346.91
5533287	7.00	7063.21
5569570	4.00	4664.76
5569570	42.00	63402.36
5589733	2.00	3565.70
5636773	14.00	15484.98
5636773	15.00	27312.60
537219	21.00	33298.44
537219	32.00	64702.08
626305	5.00	7757.25
626305	9.00	13775.22
709287	8.00	15767.68
2678819	46.00	62253.18
2678819	42.00	78369.48
2787527	22.00	41224.48
3057349	33.00	42149.25
235779	17.00	18379.21
256998	30.00	45136.80
309891	22.00	42369.36
5279264	19.00	34366.25
5395138	3.00	5969.88
5395138	2.00	2106.24
5650368	43.00	65297.65
5790119	47.00	79458.20
987201	35.00	63027.30
1071617	30.00	38949.00
1071617	39.00	70891.08
1137926	1.00	1838.78
1470437	8.00	13221.12
1525472	47.00	76309.20
1526534	13.00	19064.89
4773985	35.00	58820.65
5066818	40.00	41882.80
5066818	50.00	66769.00
5133509	28.00	36741.88
5133509	35.00	63199.50
5133509	33.00	53713.77
3448710	50.00	73627.50
3448710	25.00	45847.75
3448710	14.00	26655.02
615872	38.00	37356.28
615872	13.00	21121.23
615872	29.00	28334.45
787105	50.00	53303.00
890018	45.00	80807.40
1656517	13.00	13300.04
1656517	3.00	4519.68
1709703	32.00	60089.28
2149889	39.00	52505.31
3922340	12.00	16960.20
4141668	23.00	36377.95
4141668	22.00	30039.46
4141668	22.00	32461.88
4208674	27.00	35432.37
4208674	10.00	13783.90
4312036	34.00	44959.90
4312036	16.00	24809.44
4324961	20.00	27706.00
4383265	49.00	73869.46
4383265	28.00	47814.48
4383265	14.00	17208.52
1046082	42.00	68400.36
1046082	6.00	10528.80
1202788	23.00	33935.81
1362726	44.00	41624.88
1362726	30.00	51859.80
1362726	47.00	61440.75
1376704	14.00	22646.82
1595332	20.00	23662.80
5971713	21.00	35464.38
5971713	32.00	44783.04
5971713	7.00	10699.99
135943	34.00	58162.10
223687	45.00	79095.15
449031	48.00	59004.96
449031	4.00	7499.40
449031	24.00	27145.20
449031	12.00	20791.92
2665734	26.00	51063.48
2678819	25.00	35733.50
2787527	14.00	25939.06
2787527	42.00	42842.94
5789926	37.00	50072.84
5789926	46.00	48210.30
5793253	49.00	77354.83
5948677	31.00	52502.22
5957250	28.00	31837.40
1974624	30.00	46903.80
1974624	45.00	70447.05
2090534	43.00	51175.16
2090534	32.00	57465.92
2090534	27.00	29486.97
2248546	46.00	57373.50
4409734	25.00	30832.25
4409734	39.00	57623.67
4794213	21.00	33904.92
4950721	35.00	41864.90
4950721	16.00	21299.68
4950721	41.00	80357.54
2941313	25.00	42494.75
2588320	25.00	35008.50
2651266	40.00	55176.40
2916320	30.00	58315.50
4148227	50.00	60261.00
4148227	45.00	61572.60
4148227	47.00	68734.68
4175458	16.00	16192.00
4175458	35.00	64642.90
4175458	50.00	68117.00
4225824	10.00	17197.60
4225824	1.00	1585.68
4341568	45.00	77654.70
4341568	47.00	85671.60
4341568	5.00	8978.70
4370304	33.00	49550.16
4370304	12.00	21080.28
4474501	23.00	23254.61
3955908	21.00	26148.15
4208674	41.00	71989.85
681730	4.00	6038.12
714625	18.00	35441.46
754534	24.00	27914.16
754534	33.00	48492.18
754534	24.00	38054.16
835173	19.00	35354.63
835173	17.00	18498.89
835173	4.00	6955.12
943270	1.00	1276.28
943270	13.00	20364.89
2986913	29.00	37043.44
3154945	48.00	62608.32
3154945	18.00	21675.96
3154945	46.00	55024.74
3154945	24.00	43891.20
3429057	44.00	80685.88
4550145	47.00	79744.90
4600129	43.00	50019.75
4600129	4.00	7791.80
4639746	39.00	50946.09
4639746	28.00	28252.56
4639746	42.00	75715.92
4639746	18.00	19620.18
5008352	47.00	74708.38
4312036	22.00	31973.92
4383265	46.00	76526.52
3768484	37.00	66442.75
4033763	12.00	22293.84
4072832	13.00	24125.14
5237730	48.00	100223.52
5348804	42.00	80597.58
5372992	13.00	23228.53
5372992	27.00	33782.94
5388740	29.00	49117.88
5599520	22.00	39264.72
5599520	4.00	5297.24
670277	34.00	57587.50
1115366	34.00	60885.16
1192231	9.00	15747.84
1192231	15.00	18529.80
4950721	44.00	57517.68
4950721	10.00	18549.30
5476355	43.00	47134.02
5476355	15.00	19969.80
5476355	46.00	79884.98
1420035	18.00	25244.10
1469089	14.00	26052.18
1469089	1.00	1032.03
1490849	32.00	44783.68
1490849	32.00	53267.20
1570976	28.00	38788.68
1570976	3.00	4171.38
1574022	22.00	43955.78
1769315	11.00	19026.48
1769315	21.00	36469.86
1838375	49.00	52629.43
1991461	27.00	29754.81
1991461	8.00	14366.96
1991461	40.00	80517.60
2126688	26.00	27146.86
2137510	4.00	7347.24
2396803	5.00	7117.25
5533287	45.00	68558.40
5569570	14.00	18414.48
5589733	14.00	18665.64
5917185	14.00	20487.32
905633	39.00	49385.70
1071617	27.00	48244.95
1071617	36.00	45985.32
1137926	45.00	77884.20
1137926	6.00	9201.12
1137926	33.00	44792.88
1953441	2.00	3575.70
1978756	45.00	63014.85
1978756	35.00	45893.75
1995872	47.00	43663.00
1995872	43.00	46956.00
2020162	14.00	16859.08
2020162	6.00	7837.50
2081953	26.00	38856.74
2366401	42.00	57810.06
2480834	41.00	66283.88
256998	20.00	35675.20
256998	4.00	4360.32
287366	31.00	63611.69
309891	27.00	35378.37
5760641	1.00	1152.14
5760641	48.00	82692.48
53283	7.00	7560.42
53283	27.00	52999.38
53283	50.00	84336.50
160516	17.00	30851.60
358886	23.00	31610.05
358886	38.00	34960.00
383492	9.00	12017.52
385825	28.00	50956.64
2840384	40.00	72195.20
2840384	36.00	61913.16
3118211	50.00	53503.50
3118211	12.00	11412.36
3120674	46.00	90477.40
1470437	26.00	43673.24
1470437	11.00	18025.04
1526534	30.00	48287.70
1656517	5.00	7217.55
1709703	15.00	14130.30
1709703	14.00	18512.76
1869056	35.00	53741.45
1869056	32.00	38757.12
1869056	6.00	11837.40
1944711	13.00	24646.57
4303745	25.00	42243.25
4303745	50.00	90694.00
4327493	21.00	34136.55
4692995	39.00	42554.07
4692995	23.00	43814.08
4724485	37.00	54367.43
4724485	38.00	52074.44
5776643	19.00	30523.88
5847456	42.00	45781.26
5979142	27.00	34108.02
5979142	36.00	47240.28
120160	48.00	92349.60
120160	21.00	40863.06
5320001	50.00	68215.00
5592773	45.00	50089.50
5003109	31.00	36648.20
5003109	45.00	83826.00
5207685	24.00	47183.04
5207685	21.00	28356.93
5207685	6.00	9513.36
1490087	22.00	43162.90
1490087	14.00	20515.18
1597378	48.00	53523.36
1842406	6.00	7273.20
1842406	40.00	51569.20
1914272	29.00	51324.20
226818	2.00	3573.54
226818	38.00	39067.80
413985	23.00	28571.75
413985	15.00	19037.70
483301	1.00	1759.66
483301	40.00	75953.20
626305	15.00	17702.10
655010	39.00	71205.03
709287	6.00	8667.06
709287	31.00	36619.06
2125318	5.00	8723.85
2129698	41.00	51837.53
2129698	44.00	63598.04
2149889	37.00	47739.99
2222403	38.00	55761.20
2515750	49.00	94126.06
2601378	32.00	56887.36
2787527	36.00	46125.00
2790881	17.00	29558.07
3345830	4.00	8015.96
3345830	2.00	3117.24
413985	40.00	49888.40
859235	23.00	23138.92
859235	2.00	3389.20
921573	43.00	53154.88
952132	50.00	83086.00
1008069	17.00	31888.77
3951590	35.00	39448.50
3951590	27.00	26353.89
4200071	21.00	23921.31
4200071	40.00	49045.60
3448710	44.00	43472.88
3465376	27.00	32377.05
3723172	7.00	14097.58
3723172	48.00	69285.12
3723172	18.00	23800.50
3765443	14.00	15458.80
3765443	19.00	27290.27
3765443	5.00	7107.25
3955908	45.00	72746.55
3955908	35.00	65973.95
1216773	25.00	44367.25
1458755	49.00	87895.71
1490341	16.00	28685.76
4683938	12.00	14738.28
4773985	12.00	13610.40
4784898	23.00	36076.19
4808192	11.00	17529.27
5066818	15.00	24083.40
5090183	20.00	22121.00
5090183	18.00	36466.74
5133509	12.00	23399.76
5180359	34.00	60510.14
5180359	41.00	45637.51
1717063	9.00	14747.49
1717063	17.00	35002.49
1971076	36.00	52723.08
1971076	34.00	42266.76
2195810	16.00	24617.92
2195810	30.00	41798.70
2231556	37.00	63479.05
2292896	19.00	37828.24
4208674	25.00	40292.50
4337954	7.00	6797.28
4550145	34.00	61671.24
5381863	35.00	51989.70
5789926	40.00	62221.60
5789926	35.00	58262.05
5957250	26.00	38334.66
5957250	31.00	42854.71
301350	42.00	82653.90
301350	46.00	59032.26
301350	27.00	33242.67
301350	49.00	80543.26
330404	16.00	31278.72
330404	46.00	62301.02
330404	37.00	59373.90
330404	17.00	22531.63
5008352	46.00	64831.48
5008352	36.00	43278.84
5076133	12.00	12229.20
2662502	7.00	8891.33
2662502	38.00	73452.86
2708259	16.00	24072.64
2754727	27.00	51620.49
512195	46.00	66766.70
670277	19.00	29802.26
726051	8.00	14734.40
1115366	33.00	36896.64
5476355	20.00	39719.60
5476355	24.00	30390.96
5747558	12.00	19243.08
5747558	26.00	33757.88
3038880	3.00	5771.67
3176421	19.00	21150.42
3176421	10.00	16065.50
3628518	14.00	23291.38
3647366	50.00	91990.50
3647366	46.00	86245.86
120160	45.00	55944.00
413985	49.00	81907.42
413985	8.00	9248.88
483301	18.00	20486.70
1490087	36.00	40718.52
1646117	49.00	88390.12
3692615	31.00	42078.47
3692615	50.00	56309.50
3743973	17.00	26596.16
3807267	12.00	19904.16
4148227	35.00	35876.05
4225824	22.00	33427.46
641253	18.00	27261.36
641253	11.00	16021.83
709287	44.00	63552.28
792900	23.00	32092.36
792900	18.00	23370.30
905633	43.00	75798.25
905633	3.00	4474.20
905633	38.00	50931.78
905633	12.00	16431.48
1842406	7.00	8002.61
1842406	19.00	29801.50
1978756	49.00	99076.53
1978756	35.00	53466.00
2020162	33.00	52095.78
2366401	2.00	2410.58
4370304	45.00	59418.00
4370304	5.00	9639.50
4407621	5.00	5215.50
4600129	14.00	21440.30
4639746	4.00	5493.72
4860421	5.00	9714.45
4860421	4.00	5381.64
2559110	40.00	63866.40
2765152	5.00	8734.10
1216773	35.00	50764.00
1526534	2.00	2674.84
1526534	46.00	81411.26
1656517	34.00	58915.54
1656517	28.00	32822.16
1709703	1.00	1810.74
1709703	36.00	40719.96
1709703	13.00	24933.74
5320001	8.00	13773.60
5320001	32.00	52274.24
3120674	27.00	37243.80
3378979	13.00	19674.33
3493479	30.00	51800.10
1869056	19.00	30011.26
1869056	48.00	54097.92
1944711	15.00	26532.30
2129698	46.00	79891.88
2195810	43.00	57545.61
2222403	38.00	52301.68
53283	48.00	80333.76
76292	1.00	1592.53
160516	49.00	80589.32
160516	31.00	44091.92
4080259	25.00	47172.50
4143526	1.00	1460.44
4143526	8.00	11540.16
4143526	22.00	28672.38
4177380	48.00	87593.76
4177380	50.00	55607.50
4200071	34.00	54486.70
2515750	11.00	14335.75
2515750	1.00	1610.65
2601378	48.00	74952.96
2601378	22.00	26005.76
2708259	23.00	40220.10
2790881	44.00	51444.80
2790881	17.00	30256.09
358886	30.00	41530.20
383492	10.00	14865.30
383492	15.00	29548.80
385825	2.00	2961.00
385825	22.00	24333.76
385825	16.00	28716.80
593664	27.00	46053.63
593664	6.00	9116.70
705860	29.00	50279.04
705860	34.00	42949.14
705860	42.00	47341.56
895172	30.00	53153.40
3514688	42.00	60248.58
3947046	27.00	30944.16
3993184	50.00	55758.50
3993184	2.00	1986.06
4059748	8.00	12669.04
4784898	50.00	62811.50
4784898	26.00	39560.82
4784898	10.00	13733.30
410660	40.00	70791.20
410660	4.00	7791.96
724805	15.00	27823.65
3345830	34.00	46419.52
3345830	12.00	13537.80
827042	2.00	2240.40
827042	40.00	79599.60
827042	25.00	51223.75
977125	10.00	18828.10
1163718	43.00	82727.70
3765443	35.00	50837.50
3765443	22.00	33981.42
3765443	36.00	41910.48
4148227	46.00	79386.80
4225824	50.00	55856.00
4341568	16.00	31631.36
4204384	44.00	63999.32
4204384	16.00	17986.56
4363712	50.00	86741.00
4363712	12.00	19952.52
4363712	9.00	14107.50
4625152	2.00	2248.08
1664676	21.00	26593.35
1664676	12.00	22052.76
5279264	21.00	36722.49
5279264	13.00	24750.05
5279264	15.00	15766.80
5395138	50.00	84937.50
5395138	37.00	52594.76
5395138	5.00	9079.15
2081381	5.00	5285.05
2081381	46.00	76526.52
2081381	40.00	39241.20
2322629	19.00	25637.46
2322629	42.00	62388.06
2395876	2.00	2156.16
2541764	20.00	23221.40
5008352	25.00	43594.25
5008352	26.00	41978.04
5592773	25.00	36112.00
1008069	31.00	53002.56
1250848	48.00	51172.80
1303333	9.00	16783.74
1458755	23.00	44478.32
1458755	47.00	54246.93
1490341	4.00	4324.00
1490341	2.00	2484.40
3252322	28.00	33912.76
3166273	20.00	35255.40
3178627	12.00	21742.56
3200098	47.00	79410.73
3251169	25.00	27352.00
3251169	48.00	59049.60
3637924	25.00	28679.50
3637924	50.00	51706.50
5979142	12.00	17440.20
86947	29.00	49694.69
226818	42.00	82232.22
5090183	14.00	22576.12
5329186	38.00	42868.56
5329186	33.00	66162.36
5381317	31.00	36990.75
5479907	29.00	50682.14
358886	44.00	55939.84
413985	4.00	7727.80
641253	28.00	54541.76
641253	39.00	42048.24
709287	25.00	36385.25
709287	10.00	10730.60
709287	50.00	68768.00
792900	15.00	17926.65
3768480	16.00	28924.16
3783492	25.00	45873.25
3783492	25.00	33734.75
3840420	15.00	18587.55
4134594	6.00	7110.66
4134594	19.00	33738.87
4243142	44.00	58625.16
1717063	7.00	7490.70
1717063	50.00	96699.00
1971076	10.00	18418.50
2064615	44.00	46907.52
905633	15.00	26022.15
1216773	47.00	86000.60
1458755	18.00	19712.70
1458755	34.00	43428.20
1526534	4.00	6987.28
4525251	2.00	3847.78
4585188	47.00	62905.74
4660775	22.00	35655.62
4660775	15.00	26426.55
4776288	6.00	7645.32
4776288	10.00	16077.00
400101	49.00	62833.68
449031	46.00	82833.58
681730	48.00	97006.56
729504	31.00	44344.57
729504	8.00	15663.44
729504	47.00	53066.29
754534	22.00	30719.26
754534	6.00	6954.42
5656900	9.00	8433.00
5721506	6.00	11687.16
5721506	38.00	68127.54
5864416	48.00	71492.64
5864416	26.00	45465.42
5880160	41.00	77488.77
5957250	43.00	43646.72
144610	13.00	20105.93
144610	23.00	46068.54
5024647	9.00	9225.27
5081639	34.00	45470.58
5173218	5.00	9879.55
5352838	11.00	19170.14
5363140	10.00	15875.60
5541157	12.00	18498.72
5586403	9.00	14575.95
835173	7.00	7413.14
849831	45.00	85359.60
1097954	28.00	40133.52
1717063	24.00	43578.48
1717063	5.00	7657.65
1783941	35.00	38857.00
1869056	37.00	36927.48
1869056	12.00	21309.48
1971076	37.00	69665.82
1971076	3.00	4128.87
301350	15.00	16156.50
330404	47.00	90330.71
330404	20.00	38857.00
374723	4.00	6522.56
726051	41.00	80356.31
726051	47.00	53771.76
726051	39.00	35646.00
2292896	4.00	5237.56
2292896	18.00	34935.30
2292896	40.00	58380.80
2292896	17.00	31091.30
2387077	8.00	14990.88
2387077	31.00	31930.00
2387077	15.00	24894.30
2455749	22.00	33363.44
2455749	32.00	61535.36
2701478	5.00	7152.35
1115366	26.00	30998.50
1115366	1.00	1695.67
1115366	2.00	2874.76
1119813	19.00	23356.51
1119813	18.00	23099.58
1168417	50.00	60557.50
1168417	30.00	40571.40
2917345	19.00	34121.72
3038880	31.00	56815.25
3176421	12.00	14271.24
1646117	17.00	20997.89
1702149	29.00	54951.52
1702149	4.00	6698.28
1702149	34.00	57824.82
1702149	40.00	62223.60
1717509	38.00	42833.22
1842406	13.00	14587.69
1914272	17.00	27634.35
1967460	12.00	13812.96
2020162	7.00	13278.86
2020162	47.00	65963.56
2081953	13.00	17045.99
3628518	44.00	59151.84
3628518	14.00	18287.78
3647366	15.00	19488.15
3692615	18.00	26775.36
3692615	38.00	45379.60
3743973	33.00	59163.39
3743973	32.00	38697.28
3743973	30.00	37869.30
3807267	16.00	20836.32
3933767	41.00	59713.22
138657	8.00	10915.44
138657	11.00	18763.69
269922	10.00	18689.30
2302246	46.00	78788.34
2366401	43.00	66583.78
2520736	5.00	9639.90
4175458	44.00	68134.88
4402819	13.00	23032.23
4407621	10.00	17968.40
4407621	40.00	54496.80
4413826	37.00	34706.74
4473250	28.00	32960.76
4474501	21.00	31278.03
4474501	40.00	74512.80
4585188	33.00	36865.95
4585188	40.00	75398.00
4600129	16.00	18562.56
2195810	13.00	17398.68
2292896	29.00	33907.09
2292896	36.00	57115.80
2708259	9.00	13827.87
369155	27.00	43592.04
369155	7.00	7805.84
780740	29.00	38374.83
816323	25.00	30503.75
859108	33.00	62166.39
2809985	4.00	7555.36
3119776	38.00	53595.96
3119776	4.00	7491.56
3119776	7.00	10762.99
3378979	11.00	13124.43
4860421	41.00	55853.89
4860421	29.00	28101.00
4860421	6.00	9699.42
5200901	29.00	41774.79
2941313	47.00	75652.61
2941313	33.00	49448.19
2941313	28.00	40557.16
2941313	49.00	59058.23
3038880	11.00	14480.29
3345830	15.00	15736.20
1198339	35.00	70768.60
1229602	30.00	38019.60
1233318	39.00	72733.05
1307012	18.00	22845.06
1307012	47.00	88683.83
1406820	6.00	10095.72
1539911	34.00	54248.36
1539911	10.00	12511.60
3487745	27.00	38000.07
4022886	18.00	21875.40
4022886	4.00	6614.92
4022886	30.00	56547.60
3647366	9.00	13270.14
