c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	216	1014	2021	3031	4041	9062	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	217	1014	2024	3031	4041	972	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	219	1014	2024	3031	4044	992	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	219	1014	2024	3031	4044	992	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	219	1014	2024	3031	4044	992	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
116	1012	2022	3031	4041	9061	219	1014	2024	3031	4044	992	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	212	1014	2021	3031	4044	9022	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	214	1014	2021	3031	4044	9042	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	219	1014	2024	3031	4044	992	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	219	1014	2024	3031	4044	992	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	219	1014	2024	3031	4044	992	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
117	1012	2021	3031	4041	971	219	1014	2024	3031	4044	992	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	21	31	41	91	1	1	21	31	41	92	1	1	21	31	41	93	1	1	21	31	41	94	1	1	21	31	41	95
2	2	22	32	42	52	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
3	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
11	101	202	302	402	901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
12	102	201	302	402	901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
13	102	202	301	402	901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
14	102	202	302	401	901	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
111	1012	2021	3032	4042	9011	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
113	1012	2022	3032	4041	9031	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
115	1012	2021	3032	4041	9051	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
117	1012	2021	3031	4041	971	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5	c0	c1	c2	c3	c4	c5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	21	31	41	91	1	1	21	31	41	92	1	1	21	31	41	93	1	1	21	31	41	94	1	1	21	31	41	95
13	102	202	301	402	901	23	104	204	301	404	902	33	106	206	301	406	903	43	108	208	301	408	904	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	212	1014	2021	3031	4044	9022	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	214	1014	2021	3031	4044	9042	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	217	1014	2024	3031	4041	972	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	217	1014	2024	3031	4041	972	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
112	1012	2022	3031	4042	9021	219	1014	2024	3031	4044	992	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	219	1014	2024	3031	4044	992	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	219	1014	2024	3031	4044	992	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	219	1014	2024	3031	4044	992	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	219	1014	2024	3031	4044	992	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	219	1014	2024	3031	4044	992	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	219	1014	2024	3031	4044	992	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
112	1012	2022	3031	4042	9021	219	1014	2024	3031	4044	992	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	212	1014	2021	3031	4044	9022	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	214	1014	2021	3031	4044	9042	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	214	1014	2021	3031	4044	9042	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	214	1014	2021	3031	4044	9042	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	214	1014	2021	3031	4044	9042	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	216	1014	2021	3031	4041	9062	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	216	1014	2021	3031	4041	9062	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	216	1014	2021	3031	4041	9062	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	216	1014	2021	3031	4041	9062	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	216	1014	2021	3031	4041	9062	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	217	1014	2024	3031	4041	972	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	217	1014	2024	3031	4041	972	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	217	1014	2024	3031	4041	972	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	217	1014	2024	3031	4041	972	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	217	1014	2024	3031	4041	972	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	511	1010	2020	3030	4041	9015
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
114	1012	2021	3031	4042	9041	219	1014	2024	3031	4044	992	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	315	1016	2026	3031	4046	9053	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	317	1016	2026	3031	4041	973	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	212	1014	2021	3031	4044	9022	317	1016	2026	3031	4041	973	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	311	1016	2021	3031	4041	9013	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	312	1016	2021	3031	4046	9023	412	1018	2028	3031	4041	9024	NULL	NULL	NULL	NULL	NULL	NULL
116	1012	2022	3031	4041	9061	214	1014	2021	3031	4044	9042	315	1016	2026	3031	4046	9053	411	1018	2028	3031	4048	9014	NULL	NULL	NULL	NULL	NULL	NULL
